timestamp,alert_id,device_id,device_type,ward,criticality_tier,life_support,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,packet_rate,packets_per_sec,unique_ports,failed_connections,bytes_sent,bytes_received,flow_duration,hour_of_day,day_of_week,is_night,is_weekend,attack_type,attack_severity,network_anomaly_score,behavioral_anomaly_score,time_anomaly_score,group_id,campaign_id,actual_priority,predicted_priority,confidence_score,prediction_correct,match_status,alerts_in_group,group_priority
2024-01-29 22:01:45,ALT_627390,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.17.64,10.0.9.96,51283,80,WiFi,1753,1154,19.23,24,65,2022962,666449,1.94,22,0,False,False,buffer_overflow,36,0.736011,0.665428,0.508573,GRP_32239,CAMP_005,LOW,LOW,1.0,1,CORRECT,1,LOW
2024-01-22 20:16:14,ALT_537350,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.1.208,10.0.8.73,59650,80,HTTP,1381,1145,19.08,23,85,1581245,747706,13.94,20,0,False,False,wifi_deauth,25,0.609344,0.784244,0.300277,GRP_22955,CAMP_008,LOW,LOW,0.908976,1,CORRECT,1,LOW
2024-01-28 11:23:47,ALT_345599,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.35.181,10.0.7.105,62905,8883,MQTT,1818,1895,31.58,32,39,3445110,1774262,18.6,11,6,False,True,replay_attack,28,0.82418,0.5709,0.512797,GRP_7858,CAMP_015,LOW,LOW,0.92237,1,CORRECT,1,LOW
2024-01-24 20:36:59,ALT_649926,ICU_ESP32_ECG_001,ESP32_ECG_Monitor,ICU,10,True,192.168.33.118,10.0.5.241,46474,8883,MQTT,1320,1220,20.33,3,51,1610400,1083058,22.75,20,2,False,False,wifi_deauth,25,0.959271,0.777288,0.580673,GRP_25246,CAMP_013,MEDIUM,MEDIUM,0.99,1,CORRECT,1,MEDIUM
2024-02-11 19:51:02,ALT_365573,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.15.240,10.0.10.74,39261,443,WiFi,1483,377,6.28,26,48,559091,355057,9.01,19,6,False,True,ddos,40,0.984683,0.867398,0.293341,GRP_10625,CAMP_011,INFO,INFO,0.98455,1,CORRECT,1,INFO
2024-01-21 21:03:12,ALT_117654,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.40.221,10.0.8.178,52188,1883,MQTT,1779,1329,22.15,7,106,2364291,1524490,1.68,21,6,False,True,mqtt_injection,35,0.7139,0.615723,0.469851,GRP_25997,CAMP_028,LOW,LOW,0.897875,1,CORRECT,1,LOW
2024-02-13 12:06:30,ALT_177022,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.40.100,10.0.10.135,16808,80,HTTP,1277,1976,32.93,3,102,2523352,1541648,31.33,12,1,False,False,firmware_exploit,40,0.650818,0.821915,0.559272,GRP_30499,CAMP_021,LOW,LOW,0.992153,1,CORRECT,1,LOW
2024-02-14 03:55:48,ALT_791395,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.1.144,10.0.3.251,18465,80,HTTP,1013,145,2.42,6,33,146885,93275,32.49,3,2,True,False,ddos,40,0.600473,0.653504,0.491767,GRP_17196,CAMP_017,INFO,INFO,0.992,1,CORRECT,1,INFO
2024-01-31 08:57:16,ALT_304997,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.3.247,10.0.7.148,32621,1883,MQTT,1448,745,12.42,2,120,1078760,488928,46.8,8,2,False,False,ble_spoofing,30,0.613198,0.729409,0.430266,GRP_13938,CAMP_024,INFO,INFO,0.995833,1,CORRECT,1,INFO
2024-01-29 00:03:52,ALT_964401,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.48.132,10.0.1.220,4614,61477,BLE,1192,704,11.73,49,193,839168,435452,57.56,0,0,True,False,replay_attack,28,0.839668,0.868114,0.495445,GRP_28737,CAMP_002,CRITICAL,CRITICAL,1.0,1,CORRECT,1,CRITICAL
2024-01-31 10:45:29,ALT_440342,OPD_ESP32_TEMP_001,ESP32_Temperature,OPD,5,False,192.168.47.48,10.0.2.238,35681,8883,MQTT,1741,1203,20.05,41,119,2094423,1427492,7.55,10,2,False,False,replay_attack,28,0.847544,0.544966,0.228587,GRP_11610,CAMP_002,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-02-07 18:18:23,ALT_644416,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.6.217,10.0.4.40,34161,55134,BLE,1140,1767,29.45,30,171,2014380,757849,39.25,18,2,False,False,ddos,40,0.695682,0.574799,0.364095,GRP_17234,CAMP_017,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-02-10 06:20:47,ALT_485826,OPD_ESP32_TEMP_001,ESP32_Temperature,OPD,5,False,192.168.3.5,10.0.7.147,51014,1883,MQTT,1243,580,9.67,49,36,720940,317673,33.82,6,5,False,True,replay_attack,28,0.989495,0.656887,0.227144,GRP_16042,CAMP_002,INFO,INFO,0.991786,1,CORRECT,1,INFO
2024-01-21 11:27:13,ALT_184235,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.43.158,10.0.2.142,51848,80,HTTP,763,893,14.88,8,141,681359,408097,9.88,11,6,False,True,buffer_overflow,42,0.609117,0.603524,0.471998,GRP_18284,CAMP_020,LOW,LOW,1.0,1,CORRECT,1,LOW
2024-01-17 12:38:24,ALT_617019,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.18.154,10.0.3.231,63765,443,HTTPS,1053,421,7.02,24,88,443313,254580,11.52,12,2,False,False,replay_attack,28,0.971427,0.783527,0.557167,GRP_13481,CAMP_003,INFO,INFO,0.952509,1,CORRECT,1,INFO
2024-02-06 03:04:19,ALT_729384,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.25.25,10.0.5.124,13107,443,WiFi,1553,183,3.05,42,31,284199,115724,9.96,3,1,True,False,buffer_overflow,37,0.866958,0.946591,0.161928,GRP_30585,CAMP_035,INFO,INFO,0.976787,1,CORRECT,1,INFO
2024-01-30 21:37:33,ALT_152576,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.22.105,10.0.2.118,27019,1883,MQTT,1420,1983,33.05,31,127,2815860,934434,7.86,21,1,False,False,mitm_ssl_strip,38,0.875091,0.919272,0.27022,GRP_13286,CAMP_042,LOW,LOW,0.963499,1,CORRECT,1,LOW
2024-02-13 20:14:59,ALT_740777,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.22.178,10.0.7.202,56516,80,HTTP,604,1339,22.32,39,68,808756,300591,24.46,20,1,False,False,buffer_overflow,41,0.903885,0.880655,0.379284,GRP_31643,CAMP_005,INFO,INFO,0.983714,1,CORRECT,1,INFO
2024-01-29 15:44:14,ALT_197796,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.29.237,10.0.5.191,56016,8883,MQTT,1813,192,3.2,11,137,348096,142857,9.05,15,0,False,False,replay_attack,28,0.695139,0.932085,0.449859,GRP_3266,CAMP_015,MEDIUM,MEDIUM,0.910011,1,CORRECT,1,MEDIUM
2024-02-07 11:47:19,ALT_627176,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.33.111,10.0.4.58,9434,8883,MQTT,1609,1942,32.37,6,87,3124678,1569889,18.03,11,2,False,False,ble_spoofing,37,0.738535,0.716657,0.189293,GRP_30420,CAMP_001,INFO,INFO,0.960119,1,CORRECT,1,INFO
2024-01-28 16:03:42,ALT_453271,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.6.138,10.0.5.133,28677,8883,MQTT,1033,1728,28.8,6,123,1785024,792172,21.39,16,6,False,True,ddos,45,0.61442,0.505347,0.233791,GRP_38086,CAMP_011,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-02-10 07:45:40,ALT_456750,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.11.191,10.0.4.128,30243,1883,MQTT,1958,415,6.92,20,121,812570,357246,19.96,7,5,False,True,mitm_ssl_strip,38,0.772386,0.876174,0.427883,GRP_14526,CAMP_018,LOW,LOW,1.0,1,CORRECT,1,LOW
2024-01-25 07:54:33,ALT_891298,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.13.18,10.0.2.38,48794,443,HTTPS,1740,118,1.97,40,167,205320,82959,48.44,7,3,False,False,ddos,40,0.942266,0.946139,0.374822,GRP_31679,CAMP_047,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-21 05:26:16,ALT_401696,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.44.239,10.0.10.119,49660,80,HTTP,1054,1705,28.42,25,124,1797070,1161362,50.27,5,6,True,True,buffer_overflow,42,0.928085,0.825728,0.307696,GRP_23207,CAMP_005,MEDIUM,MEDIUM,0.894275,1,CORRECT,1,MEDIUM
2024-01-16 17:11:24,ALT_485787,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.26.41,10.0.7.63,8538,80,HTTP,1944,1638,27.3,16,23,3184272,1193936,14.44,17,1,False,False,buffer_overflow,45,0.719387,0.52837,0.565239,GRP_39335,CAMP_005,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-16 03:15:29,ALT_724326,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.37.69,10.0.2.111,23116,80,WiFi,1684,1612,26.87,45,35,2714608,910059,47.14,3,1,True,False,mqtt_injection,35,0.865277,0.897232,0.227274,GRP_14685,CAMP_048,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-02-12 04:24:43,ALT_928662,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.18.207,10.0.1.118,32395,80,WiFi,1141,1212,20.2,30,159,1382892,539870,54.88,4,0,True,False,mitm_ssl_strip,38,0.971992,0.762363,0.335646,GRP_29955,CAMP_012,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-18 02:15:13,ALT_461018,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.3.26,10.0.1.64,18682,57767,BLE,1085,1337,22.28,22,27,1450645,562481,44.19,2,3,True,False,wifi_deauth,25,0.839094,0.637088,0.363357,GRP_14217,CAMP_043,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-01-29 01:37:02,ALT_816664,OPD_ESP32_TEMP_001,ESP32_Temperature,OPD,5,False,192.168.12.15,10.0.8.112,32765,8883,MQTT,578,1461,24.35,13,108,844458,378945,16.06,1,0,True,False,ddos,30,0.897028,0.681902,0.541678,GRP_35019,CAMP_017,LOW,LOW,0.969337,1,CORRECT,1,LOW
2024-01-21 09:49:53,ALT_885443,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.49.164,10.0.4.67,55250,80,HTTP,1894,959,15.98,13,43,1816346,1010504,52.45,9,6,False,True,replay_attack,28,0.711004,0.704198,0.467216,GRP_8773,CAMP_002,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-01-23 21:30:39,ALT_703647,ICU_ESP32_ECG_001,ESP32_ECG_Monitor,ICU,10,True,192.168.31.248,10.0.7.210,41415,1883,MQTT,1183,1967,32.78,32,198,2326961,1269811,8.1,21,1,False,False,ble_spoofing,30,0.662517,0.949948,0.363242,GRP_26683,CAMP_004,LOW,LOW,0.990909,1,CORRECT,1,LOW
2024-01-28 00:14:06,ALT_936618,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.34.204,10.0.10.254,30755,53144,BLE,1933,769,12.82,45,39,1486477,772633,37.46,0,6,True,True,replay_attack,28,0.69432,0.704594,0.597893,GRP_22797,CAMP_003,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-27 06:26:40,ALT_897467,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.46.117,10.0.8.65,12779,8883,MQTT,1584,995,16.58,6,151,1576080,611229,8.38,6,5,False,True,replay_attack,28,0.614488,0.772027,0.151505,GRP_1352,CAMP_041,INFO,INFO,0.943164,1,CORRECT,1,INFO
2024-01-24 01:38:05,ALT_511024,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.15.11,10.0.10.223,14652,1883,MQTT,1618,1136,18.93,40,161,1838048,1102305,55.44,1,2,True,False,buffer_overflow,42,0.80149,0.712992,0.359842,GRP_22738,CAMP_030,MEDIUM,MEDIUM,0.952748,1,CORRECT,1,MEDIUM
2024-01-15 09:36:03,ALT_696396,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.38.244,10.0.8.134,16621,1883,MQTT,1467,1472,24.53,33,177,2159424,1081553,49.24,9,0,False,False,buffer_overflow,42,0.61878,0.816158,0.533768,GRP_24009,CAMP_005,LOW,LOW,0.944222,1,CORRECT,1,LOW
2024-01-17 15:25:02,ALT_599163,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.14.138,10.0.8.135,16217,1883,MQTT,1197,1889,31.48,41,198,2261133,1447174,30.81,15,2,False,False,wifi_deauth,25,0.762446,0.707644,0.338517,GRP_17167,CAMP_034,LOW,LOW,1.0,1,CORRECT,1,LOW
2024-01-20 09:21:06,ALT_611046,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.12.10,10.0.10.146,20493,58982,BLE,810,1934,32.23,24,136,1566540,800429,41.78,9,5,False,True,ddos,40,0.875679,0.94621,0.22846,GRP_21344,CAMP_017,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-16 07:15:29,ALT_984886,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.5.235,10.0.1.14,31310,443,HTTPS,1852,1510,25.17,7,142,2796520,1070373,35.93,7,1,False,False,ble_spoofing,30,0.85004,0.861792,0.580088,GRP_17319,CAMP_031,INFO,INFO,0.947705,1,CORRECT,1,INFO
2024-02-09 16:02:48,ALT_922673,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.16.104,10.0.5.174,8420,443,WiFi,1754,1805,30.08,36,155,3165970,2119710,42.01,16,4,False,False,ble_spoofing,30,0.922208,0.830461,0.377156,GRP_12159,CAMP_031,LOW,LOW,0.84547,1,CORRECT,1,LOW
2024-02-02 04:21:42,ALT_493613,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.17.75,10.0.9.196,60178,63999,BLE,1661,998,16.63,32,113,1657678,627729,11.07,4,4,True,False,ble_spoofing,39,0.69001,0.725061,0.36942,GRP_39962,CAMP_024,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-02-08 20:51:22,ALT_887275,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.29.90,10.0.5.131,33968,80,HTTP,1415,726,12.1,35,18,1027290,642239,15.64,20,3,False,False,mitm_ssl_strip,38,0.782195,0.588324,0.330076,GRP_1458,CAMP_018,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-01-31 13:18:56,ALT_368309,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.11.48,10.0.6.172,12665,57551,BLE,1823,1525,25.42,21,124,2780075,1687893,10.9,13,2,False,False,ddos,40,0.658122,0.755683,0.557747,GRP_23402,CAMP_047,LOW,LOW,0.968309,1,CORRECT,1,LOW
2024-02-09 13:09:10,ALT_109726,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.26.129,10.0.7.248,16223,8883,MQTT,1424,615,10.25,21,46,875760,291291,12.92,13,4,False,False,mqtt_injection,30,0.629656,0.544671,0.271984,GRP_37383,CAMP_019,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-01-24 02:48:23,ALT_457793,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.42.64,10.0.1.203,43018,54056,BLE,677,939,15.65,25,140,635703,321747,50.23,2,2,True,False,ddos,40,0.841072,0.771087,0.300499,GRP_10917,CAMP_017,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-23 00:43:21,ALT_960962,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.13.75,10.0.3.36,1848,8883,MQTT,1129,1469,24.48,7,192,1658501,984287,30.68,0,1,True,False,buffer_overflow,42,0.778974,0.507664,0.187154,GRP_20998,CAMP_030,CRITICAL,CRITICAL,0.994495,1,CORRECT,1,CRITICAL
2024-02-14 06:47:13,ALT_145867,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.49.235,10.0.3.213,34438,80,HTTP,1668,1281,21.35,37,124,2136708,1041750,11.25,6,2,False,False,mitm_ssl_strip,38,0.612527,0.784642,0.231088,GRP_5253,CAMP_009,INFO,INFO,0.995,1,CORRECT,1,INFO
2024-01-16 05:24:40,ALT_898284,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.35.171,10.0.3.146,22304,1883,MQTT,1749,291,4.85,10,155,508959,287309,26.41,5,1,True,False,wifi_deauth,25,0.957173,0.818514,0.169228,GRP_29649,CAMP_034,INFO,INFO,0.968279,1,CORRECT,1,INFO
2024-02-06 23:25:55,ALT_439593,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.29.94,10.0.3.119,63702,80,HTTP,1519,1046,17.43,17,39,1588874,681491,49.21,23,1,True,False,firmware_exploit,38,0.608135,0.870546,0.522039,GRP_31606,CAMP_033,CRITICAL,CRITICAL,1.0,1,CORRECT,1,CRITICAL
2024-02-11 16:50:01,ALT_440812,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.28.38,10.0.7.141,49465,80,HTTP,741,470,7.83,5,159,348270,205458,42.93,16,6,False,True,mitm_ssl_strip,38,0.776922,0.52361,0.301941,GRP_4367,CAMP_012,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-15 16:12:14,ALT_599538,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.45.236,10.0.3.34,46738,1883,MQTT,512,637,10.62,39,59,326144,227939,29.99,16,0,False,False,mqtt_injection,35,0.876008,0.718242,0.26545,GRP_24696,CAMP_028,MEDIUM,MEDIUM,0.937083,1,CORRECT,1,MEDIUM
2024-02-04 12:41:20,ALT_207106,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.1.109,10.0.9.191,22704,1883,MQTT,1548,1744,29.07,17,162,2699712,1763142,12.82,12,6,False,True,mqtt_injection,40,0.843009,0.580477,0.377976,GRP_31120,CAMP_048,MEDIUM,MEDIUM,0.872799,1,CORRECT,1,MEDIUM
2024-02-04 22:32:43,ALT_507337,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.20.222,10.0.2.157,6777,443,WiFi,771,499,8.32,23,17,384729,217639,14.72,22,6,False,True,ddos,40,0.924542,0.68045,0.201562,GRP_16943,CAMP_007,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-26 16:26:53,ALT_258277,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.33.189,10.0.3.89,7428,1883,MQTT,1804,764,12.73,43,164,1378256,716197,47.0,16,4,False,False,mqtt_injection,39,0.604067,0.558104,0.311065,GRP_37945,CAMP_028,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-01-18 04:27:14,ALT_967171,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.16.106,10.0.2.66,35451,80,HTTP,1719,683,11.38,39,142,1174077,795164,55.41,4,3,True,False,firmware_exploit,45,0.999961,0.83447,0.17114,GRP_11981,CAMP_021,INFO,INFO,0.98456,1,CORRECT,1,INFO
2024-02-04 05:31:36,ALT_908158,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.18.144,10.0.10.235,60593,55564,BLE,1420,1466,24.43,50,57,2081720,759118,49.06,5,6,True,True,firmware_exploit,45,0.692459,0.736767,0.39474,GRP_5212,CAMP_046,HIGH,HIGH,0.915863,1,CORRECT,1,HIGH
2024-02-06 17:10:34,ALT_771878,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.10.161,10.0.7.125,13000,80,HTTP,1911,1092,18.2,24,40,2086812,1423504,13.35,17,1,False,False,mqtt_injection,35,0.916931,0.850365,0.310709,GRP_12555,CAMP_048,INFO,INFO,0.962856,1,CORRECT,1,INFO
2024-02-07 09:33:34,ALT_937005,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.43.80,10.0.8.216,6232,80,HTTP,1393,597,9.95,48,155,831621,449546,28.43,9,2,False,False,ble_spoofing,30,0.7607,0.931628,0.207625,GRP_24227,CAMP_001,LOW,LOW,0.961284,1,CORRECT,1,LOW
2024-01-22 08:57:47,ALT_207632,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.2.191,10.0.8.211,13455,1883,MQTT,1039,641,10.68,4,111,665999,405139,17.84,8,0,False,False,mqtt_injection,35,0.703023,0.648256,0.518282,GRP_21048,CAMP_048,LOW,LOW,0.979971,1,CORRECT,1,LOW
2024-02-05 23:06:18,ALT_433372,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.11.220,10.0.5.88,60488,1883,MQTT,1745,1849,30.82,3,152,3226505,1278952,52.76,23,0,True,False,ddos,37,0.931347,0.606512,0.597102,GRP_34750,CAMP_007,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-02-03 16:20:45,ALT_882796,ICU_ESP32_ECG_001,ESP32_ECG_Monitor,ICU,10,True,192.168.1.173,10.0.3.11,37635,8883,MQTT,1457,1646,27.43,9,178,2398222,1506670,39.53,16,5,False,True,ble_spoofing,30,0.7577,0.668926,0.525123,GRP_29738,CAMP_004,LOW,LOW,0.94486,1,CORRECT,1,LOW
2024-02-05 16:31:25,ALT_597747,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.5.62,10.0.5.197,46907,1883,MQTT,1583,742,12.37,7,109,1174586,367413,5.15,16,0,False,False,buffer_overflow,42,0.999752,0.510169,0.327381,GRP_26112,CAMP_027,MEDIUM,MEDIUM,0.979833,1,CORRECT,1,MEDIUM
