timestamp,alert_id,device_id,device_type,ward,criticality_tier,life_support,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,packet_rate,packets_per_sec,unique_ports,failed_connections,bytes_sent,bytes_received,flow_duration,hour_of_day,day_of_week,is_night,is_weekend,attack_type,attack_severity,network_anomaly_score,behavioral_anomaly_score,time_anomaly_score,group_id,campaign_id,actual_priority,predicted_priority,confidence_score,prediction_correct,match_status
2024-02-05 12:30:29,ALT_462222,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.31.231,10.0.2.153,29586,80,HTTP,186,41,0.68,1,5,7626,5171,32.59,12,0,False,False,normal,0,0.025586,0.081251,0.079189,,,HIGH,HIGH,0.940628,1,CORRECT
2024-02-14 19:00:39,ALT_701089,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.49.215,10.0.3.57,24355,8883,MQTT,335,38,0.63,1,5,12730,8246,25.03,19,2,False,False,normal,0,0.087653,0.147315,0.009574,,,HIGH,HIGH,0.942188,1,CORRECT
2024-02-09 08:30:47,ALT_940046,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.23.37,10.0.1.197,24026,443,WiFi,131,32,0.53,1,2,4192,1352,26.23,8,4,False,False,normal,0,0.0295,0.125136,0.06576,,,HIGH,HIGH,0.938748,1,CORRECT
2024-01-17 17:49:01,ALT_303799,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.21.110,10.0.3.227,58914,80,WiFi,386,39,0.65,1,5,15054,7359,17.79,17,2,False,False,normal,0,0.088562,0.073395,0.060864,,,CRITICAL,CRITICAL,0.991604,1,CORRECT
2024-02-03 14:12:14,ALT_113883,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.45.37,10.0.2.183,28075,443,WiFi,400,5,0.08,1,1,2000,653,6.48,14,5,False,True,normal,0,0.15245,0.050185,0.01329,,,HIGH,HIGH,0.910489,1,CORRECT
2024-01-18 09:49:23,ALT_658332,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.44.72,10.0.3.2,34194,80,HTTP,413,27,0.45,1,5,11151,3740,40.17,9,3,False,False,normal,0,0.095706,0.075536,0.045645,,,CRITICAL,CRITICAL,0.984597,1,CORRECT
2024-02-01 12:19:48,ALT_356717,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.19.32,10.0.5.114,1779,443,WiFi,344,41,0.68,1,3,14104,5694,2.08,12,3,False,False,normal,0,0.118439,0.15155,0.064644,,,CRITICAL,CRITICAL,1.0,1,CORRECT
2024-01-30 14:05:23,ALT_382363,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.38.100,10.0.10.207,45234,80,HTTP,272,19,0.32,1,1,5168,3356,31.5,14,1,False,False,normal,0,0.048684,0.088317,0.089976,,,CRITICAL,CRITICAL,0.976177,1,CORRECT
2024-02-11 13:24:05,ALT_271238,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.4.15,10.0.8.39,39204,58247,BLE,204,16,0.27,1,1,3264,1946,13.2,13,6,False,True,normal,0,0.088463,0.18763,0.043758,,,CRITICAL,CRITICAL,0.99746,1,CORRECT
2024-01-16 19:07:19,ALT_825334,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.47.100,10.0.8.93,43967,80,HTTP,363,12,0.2,1,3,4356,2252,56.56,19,1,False,False,normal,0,0.061202,0.033506,0.043727,,,CRITICAL,CRITICAL,0.986476,1,CORRECT
2024-01-26 14:14:33,ALT_953088,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.30.154,10.0.6.154,51061,58413,BLE,201,6,0.1,1,4,1206,362,29.66,14,4,False,False,normal,0,0.175688,0.104599,0.050162,,,MEDIUM,HIGH,0.541971,0,INCORRECT
2024-01-23 00:43:21,ALT_960962,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.13.75,10.0.3.36,1848,8883,MQTT,1129,1469,24.48,7,192,1658501,984287,30.68,0,1,True,False,buffer_overflow,42,0.778974,0.507664,0.187154,GRP_20998,CAMP_030,CRITICAL,CRITICAL,0.994495,1,CORRECT
2024-01-30 05:09:50,ALT_840455,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.27.213,10.0.10.74,64144,80,HTTP,231,9,0.15,1,3,2079,904,15.15,5,1,True,False,normal,0,0.011674,0.171431,0.071359,,,HIGH,HIGH,0.956784,1,CORRECT
2024-02-06 23:25:55,ALT_439593,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.29.94,10.0.3.119,63702,80,HTTP,1519,1046,17.43,17,39,1588874,681491,49.21,23,1,True,False,firmware_exploit,38,0.608135,0.870546,0.522039,GRP_31606,CAMP_033,CRITICAL,CRITICAL,1.0,1,CORRECT
2024-01-16 08:38:04,ALT_314685,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.41.100,10.0.4.50,29461,1883,MQTT,336,46,0.77,1,4,15456,8585,15.31,8,1,False,False,normal,0,0.004185,0.122096,0.087299,,,CRITICAL,CRITICAL,0.971691,1,CORRECT
2024-01-24 13:28:53,ALT_884820,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.13.39,10.0.7.206,3467,443,WiFi,238,8,0.13,1,2,1904,1186,25.06,13,2,False,False,normal,0,0.055282,0.190097,0.080968,,,HIGH,HIGH,0.876925,1,CORRECT
2024-02-04 05:31:36,ALT_908158,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.18.144,10.0.10.235,60593,55564,BLE,1420,1466,24.43,50,57,2081720,759118,49.06,5,6,True,True,firmware_exploit,45,0.692459,0.736767,0.39474,GRP_5212,CAMP_046,HIGH,HIGH,0.915863,1,CORRECT
2024-01-15 01:59:17,ALT_359483,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.48.193,10.0.10.50,25320,1883,MQTT,152,29,0.48,1,3,4408,2602,9.47,1,0,True,False,normal,0,0.001675,0.154205,0.036632,,,CRITICAL,CRITICAL,0.972333,1,CORRECT
2024-01-22 15:02:04,ALT_663593,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.13.16,10.0.9.157,28547,8080,WiFi,271,46,0.77,1,2,12466,6643,27.63,15,0,False,False,normal,0,0.070357,0.000239,0.029074,,,CRITICAL,CRITICAL,0.929477,1,CORRECT
2024-01-18 04:58:45,ALT_793221,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.28.125,10.0.5.179,1461,8883,MQTT,453,47,0.78,1,5,21291,13498,51.78,4,3,True,False,normal,0,0.100845,0.076643,0.075563,,,CRITICAL,CRITICAL,0.919677,1,CORRECT
2024-01-28 05:50:00,ALT_110193,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.23.150,10.0.9.2,22871,80,HTTP,263,22,0.37,1,2,5786,2207,23.49,5,6,True,True,normal,0,0.049328,0.064316,0.092329,,,CRITICAL,CRITICAL,0.992,1,CORRECT
2024-01-18 21:21:36,ALT_343507,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.29.148,10.0.5.162,56383,443,HTTPS,460,29,0.48,1,5,13340,9002,12.09,21,3,False,False,normal,0,0.006516,0.139753,0.065473,,,CRITICAL,CRITICAL,0.988176,1,CORRECT
2024-02-14 06:58:21,ALT_702914,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.6.209,10.0.4.151,23913,80,WiFi,313,41,0.68,1,0,12833,7387,55.66,6,2,False,False,normal,0,0.108532,0.175057,0.067142,,,HIGH,HIGH,0.946327,1,CORRECT
2024-02-06 11:56:34,ALT_216567,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.6.119,10.0.6.203,46920,80,HTTP,455,42,0.7,1,2,19110,13338,24.76,11,1,False,False,normal,0,0.163422,0.070881,0.012254,,,CRITICAL,CRITICAL,0.941409,1,CORRECT
2024-02-05 14:36:38,ALT_693227,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.12.21,10.0.5.4,51812,1883,MQTT,249,43,0.72,1,2,10707,4862,6.62,14,0,False,False,normal,0,0.031236,0.197708,0.075293,,,CRITICAL,CRITICAL,0.981144,1,CORRECT
2024-01-27 20:26:45,ALT_152783,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.15.222,10.0.1.206,45346,63947,BLE,720,1378,22.97,42,68,992160,377273,0.87,20,5,False,True,replay_attack,28,0.608368,0.551129,0.557428,GRP_9016,CAMP_014,CRITICAL,CRITICAL,0.982752,1,CORRECT
2024-02-12 20:47:59,ALT_485203,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.22.188,10.0.9.246,62594,1883,MQTT,356,15,0.25,1,3,5340,2330,53.44,20,0,False,False,normal,0,0.163087,0.0793,0.090928,,,CRITICAL,CRITICAL,0.991796,1,CORRECT
2024-02-10 20:27:17,ALT_648730,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.46.35,10.0.1.204,2819,1883,MQTT,1248,1261,21.02,47,51,1573728,621146,10.44,20,5,False,True,replay_attack,28,0.630965,0.737859,0.582467,GRP_17609,CAMP_041,HIGH,HIGH,0.875719,1,CORRECT
2024-01-27 15:55:11,ALT_796222,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.22.202,10.0.5.206,44676,1883,MQTT,234,23,0.38,1,4,5382,1666,22.98,15,5,False,True,normal,0,0.107976,0.12852,0.083547,,,CRITICAL,CRITICAL,0.969646,1,CORRECT
2024-02-05 14:49:12,ALT_628634,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.34.158,10.0.1.17,59080,80,WiFi,1426,760,12.67,44,97,1083760,748159,56.33,14,0,False,False,firmware_exploit,45,0.649642,0.561823,0.233784,GRP_5127,CAMP_026,CRITICAL,CRITICAL,0.985848,1,CORRECT
2024-01-16 07:23:48,ALT_789697,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.12.35,10.0.6.62,25946,52711,BLE,1062,1821,30.35,38,120,1933902,941217,54.52,7,1,False,False,mqtt_injection,35,0.646076,0.812544,0.182934,GRP_26758,CAMP_048,HIGH,HIGH,0.930149,1,CORRECT
2024-01-19 22:07:12,ALT_658481,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.4.84,10.0.4.233,43781,8883,MQTT,458,33,0.55,1,3,15114,7893,13.33,22,4,False,False,normal,0,0.104376,0.118811,0.026005,,,HIGH,HIGH,0.906977,1,CORRECT
2024-01-28 19:56:56,ALT_774494,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.41.211,10.0.3.159,13327,1883,MQTT,752,200,3.33,34,27,150400,83335,10.99,19,6,False,True,mitm_ssl_strip,38,0.924355,0.502517,0.553457,GRP_37394,CAMP_018,CRITICAL,CRITICAL,0.998462,1,CORRECT
2024-01-19 04:12:15,ALT_902868,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.24.72,10.0.8.233,6292,8883,MQTT,370,12,0.2,1,3,4440,2975,51.99,4,4,True,False,normal,0,0.021995,0.042122,0.063541,,,CRITICAL,CRITICAL,0.968998,1,CORRECT
2024-01-26 19:37:31,ALT_236542,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.26.254,10.0.2.148,30201,80,WiFi,992,174,2.9,13,180,172608,58467,34.24,19,4,False,False,mqtt_injection,35,0.876154,0.820799,0.379908,GRP_17367,CAMP_025,HIGH,HIGH,0.707778,1,CORRECT
2024-01-18 04:16:34,ALT_618264,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.21.90,10.0.6.198,44222,1883,MQTT,1926,1411,23.52,10,126,2717586,1706359,44.34,4,3,True,False,buffer_overflow,42,0.819723,0.733041,0.227541,GRP_6778,CAMP_030,CRITICAL,CRITICAL,1.0,1,CORRECT
2024-02-04 13:13:13,ALT_366485,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.43.182,10.0.1.86,43367,1883,MQTT,314,22,0.37,1,0,6908,4797,50.1,13,6,False,True,normal,0,0.101365,0.015997,0.030556,,,CRITICAL,CRITICAL,1.0,1,CORRECT
2024-01-17 18:51:53,ALT_257163,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.35.81,10.0.3.141,44906,8883,MQTT,389,46,0.77,1,0,17894,12121,14.91,18,2,False,False,normal,0,0.028293,0.017784,0.041487,,,CRITICAL,CRITICAL,0.988611,1,CORRECT
2024-02-14 06:32:13,ALT_742088,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.16.38,10.0.5.41,40954,80,HTTP,472,16,0.27,1,1,7552,4612,7.04,6,2,False,False,normal,0,0.008179,0.091721,0.053777,,,CRITICAL,CRITICAL,1.0,1,CORRECT
2024-02-10 12:32:57,ALT_657457,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.8.102,10.0.6.9,32397,80,WiFi,282,29,0.48,1,0,8178,3019,24.44,12,5,False,True,normal,0,0.164713,0.050201,0.044846,,,HIGH,HIGH,0.940542,1,CORRECT
2024-02-01 19:44:22,ALT_566836,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.38.28,10.0.6.206,28533,80,WiFi,428,15,0.25,1,1,6420,3918,52.32,19,3,False,False,normal,0,0.151056,0.125341,0.064434,,,HIGH,HIGH,0.922914,1,CORRECT
2024-01-18 05:45:56,ALT_782619,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.30.162,10.0.2.219,16361,8883,MQTT,186,29,0.48,1,1,5394,2181,45.38,5,3,True,False,normal,0,0.038143,0.159388,0.088706,,,CRITICAL,CRITICAL,0.971121,1,CORRECT
2024-01-19 16:15:21,ALT_510374,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.12.11,10.0.2.143,49299,80,WiFi,404,14,0.23,1,0,5656,2723,28.49,16,4,False,False,normal,0,0.143041,0.116324,0.00277,,,CRITICAL,CRITICAL,0.981878,1,CORRECT
2024-02-12 07:58:55,ALT_762782,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.32.246,10.0.6.40,64160,49378,BLE,742,1870,31.17,27,162,1387540,741983,11.08,7,0,False,False,ddos,40,0.710638,0.918389,0.171857,GRP_15282,CAMP_011,HIGH,HIGH,0.912911,1,CORRECT
2024-02-13 04:42:29,ALT_663420,ICU_ESP32_ECG_001,ESP32_ECG_Monitor,ICU,10,True,192.168.13.222,10.0.10.55,2644,8883,MQTT,1626,156,2.6,32,102,253656,117258,2.12,4,1,True,False,replay_attack,28,0.712983,0.529644,0.211965,GRP_28918,CAMP_041,HIGH,HIGH,0.565205,1,CORRECT
2024-01-27 01:19:19,ALT_188896,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.26.82,10.0.8.76,10032,80,HTTP,172,35,0.58,1,3,6020,2204,56.12,1,5,True,True,normal,0,0.199537,0.18633,0.085952,,,CRITICAL,CRITICAL,0.807595,1,CORRECT
2024-02-04 05:49:00,ALT_995020,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.21.146,10.0.1.178,39352,443,WiFi,228,50,0.83,1,3,11400,4659,52.33,5,6,True,True,normal,0,0.019133,0.032739,0.061642,,,CRITICAL,CRITICAL,0.947378,1,CORRECT
2024-02-13 16:22:41,ALT_270321,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.4.184,10.0.10.7,40056,443,WiFi,1917,1186,19.77,46,179,2273562,1360534,36.65,16,1,False,False,firmware_exploit,42,0.853334,0.847364,0.264483,GRP_35730,CAMP_038,HIGH,CRITICAL,0.935527,0,INCORRECT
2024-02-11 15:40:42,ALT_731371,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.32.19,10.0.9.93,21917,8883,MQTT,886,742,12.37,34,198,657412,240147,34.12,15,6,False,True,replay_attack,28,0.90122,0.644815,0.448083,GRP_20337,CAMP_014,CRITICAL,CRITICAL,0.957102,1,CORRECT
2024-02-14 14:07:58,ALT_582291,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.13.21,10.0.9.193,28093,80,HTTP,200,31,0.52,1,0,6200,2305,38.66,14,2,False,False,normal,0,0.123424,0.063353,0.00949,,,CRITICAL,CRITICAL,1.0,1,CORRECT
2024-01-20 22:17:01,ALT_504012,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.5.253,10.0.3.4,5832,80,HTTP,1189,1029,17.15,15,20,1223481,820979,21.55,22,5,False,True,buffer_overflow,42,0.697439,0.75222,0.358444,GRP_17764,CAMP_035,HIGH,HIGH,0.964997,1,CORRECT
2024-01-20 08:09:48,ALT_785658,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.21.227,10.0.7.238,6771,443,WiFi,659,1800,30.0,41,44,1186200,731999,30.13,8,5,False,True,mqtt_injection,35,0.966189,0.786117,0.398956,GRP_13003,CAMP_048,HIGH,HIGH,0.91787,1,CORRECT
2024-01-22 09:47:33,ALT_538806,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.49.192,10.0.10.234,44532,8080,WiFi,1945,542,9.03,26,181,1054190,436943,36.99,9,0,False,False,wifi_deauth,25,0.919129,0.705749,0.321361,GRP_20427,CAMP_043,CRITICAL,CRITICAL,0.980458,1,CORRECT
2024-02-02 06:21:30,ALT_741222,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.34.237,10.0.4.103,56323,1883,MQTT,638,1170,19.5,28,139,746460,382121,27.11,6,4,False,False,wifi_deauth,25,0.741739,0.759882,0.554997,GRP_28573,CAMP_034,HIGH,HIGH,0.894557,1,CORRECT
2024-01-18 16:52:07,ALT_154335,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.42.4,10.0.4.161,49538,49434,BLE,346,44,0.73,1,0,15224,5330,38.33,16,3,False,False,normal,0,0.111476,0.165327,0.0281,,,CRITICAL,CRITICAL,0.961047,1,CORRECT
2024-02-12 17:45:25,ALT_811492,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.28.15,10.0.2.232,37504,8883,MQTT,1346,1098,18.3,7,124,1477908,485921,31.25,17,0,False,False,ble_spoofing,25,0.824644,0.898559,0.289367,GRP_30589,CAMP_001,HIGH,HIGH,0.928091,1,CORRECT
2024-02-12 17:11:23,ALT_390847,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.13.98,10.0.3.245,23921,80,HTTP,186,22,0.37,1,0,4092,1446,41.15,17,0,False,False,normal,0,0.125269,0.112879,0.050175,,,HIGH,HIGH,0.938591,1,CORRECT
2024-02-09 03:58:26,ALT_809849,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.18.232,10.0.7.84,41479,443,WiFi,469,27,0.45,1,0,12663,7819,48.16,3,4,True,False,normal,0,0.076971,0.059044,0.027197,,,HIGH,HIGH,0.891549,1,CORRECT
2024-01-20 06:41:52,ALT_289082,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.24.102,10.0.1.196,62722,443,WiFi,837,616,10.27,42,138,515592,198169,25.86,6,5,False,True,wifi_deauth,25,0.756703,0.635835,0.584802,GRP_14991,CAMP_034,HIGH,HIGH,0.905825,1,CORRECT
2024-01-29 12:32:18,ALT_389683,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.30.237,10.0.9.134,61848,80,HTTP,493,15,0.25,1,1,7395,2838,21.93,12,0,False,False,normal,0,0.000282,0.139128,0.062985,,,CRITICAL,CRITICAL,0.998889,1,CORRECT
2024-01-15 10:39:52,ALT_402162,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.29.212,10.0.8.240,11262,443,WiFi,228,37,0.62,1,2,8436,4948,7.41,10,0,False,False,normal,0,0.119847,0.032102,0.099455,,,CRITICAL,CRITICAL,0.985806,1,CORRECT
2024-01-23 04:01:23,ALT_206791,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.31.194,10.0.2.246,34326,1883,MQTT,506,46,0.77,1,4,23276,7332,17.16,4,1,True,False,normal,0,0.183117,0.123136,0.041613,,,CRITICAL,CRITICAL,0.986742,1,CORRECT
2024-01-23 13:31:26,ALT_496978,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.45.41,10.0.8.237,33772,1883,MQTT,1710,1263,21.05,36,154,2159730,698373,4.19,13,1,False,False,mqtt_injection,40,0.792365,0.913971,0.241897,GRP_38142,CAMP_028,HIGH,HIGH,0.955999,1,CORRECT
2024-01-24 12:56:37,ALT_384300,ICU_ESP32_ECG_001,ESP32_ECG_Monitor,ICU,10,True,192.168.49.152,10.0.1.102,45052,8883,MQTT,296,18,0.3,1,3,5328,2087,28.05,12,2,False,False,normal,0,0.157169,0.154719,0.069359,,,HIGH,HIGH,0.877973,1,CORRECT
2024-02-05 07:58:38,ALT_253959,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.6.169,10.0.6.110,39329,80,HTTP,357,33,0.55,1,0,11781,6155,54.38,7,0,False,False,normal,0,0.109354,0.030448,0.084869,,,CRITICAL,CRITICAL,0.980218,1,CORRECT
2024-02-11 13:47:31,ALT_583406,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.48.95,10.0.7.105,15995,8883,MQTT,389,20,0.33,1,1,7780,5362,42.06,13,6,False,True,normal,0,0.146308,0.03279,0.023127,,,CRITICAL,CRITICAL,0.990667,1,CORRECT
2024-01-27 13:05:27,ALT_540740,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.28.120,10.0.7.27,41883,8080,WiFi,1816,910,15.17,46,41,1652560,532338,22.42,13,5,False,True,replay_attack,28,0.999648,0.934747,0.534461,GRP_20443,CAMP_014,HIGH,HIGH,0.905467,1,CORRECT
2024-01-30 19:06:32,ALT_113521,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.9.61,10.0.5.31,15047,1883,MQTT,946,778,12.97,16,169,735988,225604,7.18,19,1,False,False,buffer_overflow,42,0.962948,0.814644,0.439274,GRP_24333,CAMP_030,HIGH,HIGH,0.917594,1,CORRECT
2024-01-30 05:25:18,ALT_152093,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.2.135,10.0.2.214,34144,443,WiFi,309,15,0.25,1,4,4635,2095,42.85,5,1,True,False,normal,0,0.179133,0.036484,0.068838,,,HIGH,HIGH,0.924537,1,CORRECT
2024-01-20 11:53:59,ALT_135930,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.2.132,10.0.9.177,35766,80,HTTP,1325,1209,20.15,32,65,1601925,584219,56.83,11,5,False,True,mqtt_injection,35,0.730165,0.949952,0.308132,GRP_8746,CAMP_048,CRITICAL,CRITICAL,0.98733,1,CORRECT
2024-02-06 19:24:41,ALT_699647,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.21.203,10.0.1.67,11356,80,HTTP,520,1178,19.63,39,78,612560,399744,3.55,19,1,False,False,wifi_deauth,25,0.92303,0.53348,0.359263,GRP_15853,CAMP_008,HIGH,HIGH,0.859527,1,CORRECT
