timestamp,alert_id,device_id,device_type,sensor_type,ward,criticality_tier,life_support,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,packet_rate,packets_per_sec,unique_ports,failed_connections,bytes_sent,bytes_received,flow_duration,hour_of_day,day_of_week,is_night,is_weekend,attack_type,attack_severity,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,fall_detected,heart_rate_bpm,r_peak_detected,ecg_signal_quality,body_temp_celsius,spo2_percentage,ppg_signal_quality,attack_description,campaign_id,priority_label,group_id,network_anomaly_score,behavioral_anomaly_score,time_anomaly_score
2024-01-15 11:34:18,A_027701,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,MPU6050,Rehabilitation,6,False,192.168.1.110,192.168.1.1,51776,80,WiFi,330,11,0.18,1,0,3630,1089,1.237227215598416,11,0,0,0,normal,0,-0.614,-1.306,9.492,3.73,8.53,0.97,False,,,,,,,,,LOW,,0.044439806128499786,0.007995875763874671,0.06214115829684086
2024-01-16 05:50:00,A_042141,HOME_ESP32_TEMP_001,ESP32_Temperature,DS18B20,Home_Care,4,False,10.0.0.52,192.168.1.1,59668,80,HTTP,352,8,0.13,1,0,2816,844,0.8897830168101354,5,1,1,0,normal,0,,,,,,,,,,,37.4,,,,,INFO,,0.06847635320183768,0.060605928276221174,0.09961186127649918
2024-01-15 08:00:44,A_045080,WARD_ESP32_TEMP_001,ESP32_Temperature,MLX90614,General_Ward,6,False,203.94.50.15,192.168.1.72,54229,12020,HTTP,674,28,0.47,4,0,18872,3774,0.552319224853434,8,0,0,0,firmware_exploit,45,,,,,,,,,,,36.6,,,ESP32 firmware exploitation,CAMP_FIRM_2907,CRITICAL,GRP_0010,0.8331839708788445,0.6865906654682359,0.21780391182334882
2024-01-16 00:32:08,A_016638,HOME_ESP32_TEMP_001,ESP32_Temperature,DS18B20,Home_Care,4,False,10.0.0.52,192.168.1.1,43571,80,HTTP,291,8,0.13,1,0,2328,698,0.9402399512183459,0,1,1,0,normal,0,,,,,,,,,,,37.4,,,,,INFO,,0.17624866407288817,0.06382491519540058,0.00022732787974495406
2024-01-15 09:00:51,A_020424,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,MAX30102,Emergency,9,False,10.0.0.88,192.168.1.60,48216,1883,MQTT,796,36,0.6,1,0,28656,5731,1.4130395657454364,9,0,0,0,mqtt_injection,35,,,,,,,,206.0,,,,54.0,0.0,Malicious MQTT data injection (false vitals),CAMP_MQTT_8290,CRITICAL,GRP_0001,0.694491707520883,0.5431267104639547,0.2303398289176995
2024-01-15 13:20:57,A_088702,WARD_ESP32_TEMP_001,ESP32_Temperature,MLX90614,General_Ward,6,False,192.168.1.72,192.168.1.1,40715,80,HTTP,427,12,0.2,1,0,5124,1537,1.270236895158948,13,0,0,0,normal,0,,,,,,,,,,,37.4,,,,,LOW,,0.08255691266286487,0.1287297976689627,0.03838966372720834
2024-01-15 14:54:58,A_000149,ICU_ESP32_TEMP_002,ESP32_Temperature,MLX90614,ICU,9,False,192.168.1.55,192.168.1.1,48322,80,HTTP,215,30,0.5,1,0,6450,1935,0.33851458620401104,14,0,0,0,normal,0,,,,,,,,,,,37.0,,,,,MEDIUM,,0.09126518476447971,0.13559725162733643,0.04952425154808287
2024-01-15 23:09:10,A_001761,WARD_ESP32_TEMP_002,ESP32_Temperature,DS18B20,General_Ward,6,False,192.168.1.73,192.168.1.1,43281,1883,MQTT,331,8,0.13,1,0,2648,794,1.875308776447653,23,0,1,0,normal,0,,,,,,,,,,,36.5,,,,,LOW,,0.1551010593437999,0.06324734051281412,0.001637003320788688
2024-01-15 14:09:58,A_063120,WARD_ESP32_FALL_002,ESP32_Fall_Detection,MPU6050,General_Ward,7,False,192.168.1.75,192.168.1.1,57167,1883,MQTT,508,30,0.5,1,0,15240,4572,0.977961195243666,14,0,0,0,normal,0,0.074,-0.262,9.684,6.08,4.16,-0.75,False,,,,,,,,,LOW,,0.06486455525294273,0.040319607882191966,0.08037004965402283
2024-01-15 16:52:56,A_069161,REHAB_ESP32_FALL_002,ESP32_Fall_Detection,MPU9250,Rehabilitation,6,False,192.168.1.111,192.168.1.1,51294,1883,MQTT,394,9,0.15,1,0,3546,1063,1.920440870082897,16,0,0,0,normal,0,0.629,0.245,8.052,6.38,-4.31,-9.94,False,,,,,,,,,LOW,,0.19699793122817502,0.1426604764362105,0.057061523763774505
2024-01-16 04:01:00,A_064883,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,MAX30102,Emergency,9,False,10.0.0.88,192.168.1.60,46527,22197,MQTT,1441,1036,17.27,1,0,1492876,0,0.04542529206355928,4,1,1,0,ddos,40,,,,,,,,76.0,,,,100.0,0.7864675412990654,DDoS attack on ESP32 device,CAMP_DDOS_6073,CRITICAL,GRP_0005,0.6613131587254983,0.7903092800851311,0.5866859100343451
2024-01-15 09:00:21,A_002495,ICU_ESP32_TEMP_001,ESP32_Temperature,DS18B20,ICU,9,False,10.0.0.88,192.168.1.54,43806,1883,MQTT,799,16,0.27,1,0,12784,2556,0.4353381096139187,9,0,0,0,mqtt_injection,35,,,,,,,,,,,42.0,,,Malicious MQTT data injection (false vitals),CAMP_MQTT_8290,CRITICAL,GRP_0000,0.9369702539722635,0.828106350075561,0.22053806884691485
2024-01-16 04:01:03,A_080296,ER_ESP32_TEMP_001,ESP32_Temperature,DS18B20,Emergency,8,False,10.0.0.88,192.168.1.63,53542,44588,MQTT,1463,1243,20.72,1,0,1818509,0,0.04830966445560334,4,1,1,0,ddos,40,,,,,,,,,,,36.5,,,DDoS attack on ESP32 device,CAMP_DDOS_6073,CRITICAL,GRP_0005,0.743784045934111,0.7175623156293985,0.3229690662092865
2024-01-15 21:26:42,A_019447,ER_ESP32_TEMP_001,ESP32_Temperature,DS18B20,Emergency,8,False,192.168.1.63,192.168.1.1,40234,1883,MQTT,308,20,0.33,1,0,6160,1848,0.32843796184161556,21,0,0,0,normal,0,,,,,,,,,,,36.8,,,,,MEDIUM,,0.04407596287324742,0.09682085569238318,0.0507013539383003
2024-01-15 12:42:32,A_041331,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,MAX30102,ICU,10,True,192.168.1.50,192.168.1.1,43807,1883,MQTT,450,28,0.47,1,0,12600,3780,0.2926202906243589,12,0,0,0,normal,0,,,,,,,,79.0,,,,97.0,0.8180737464682863,,,CRITICAL,,0.018111678759790983,0.08748968837154751,0.0611361334958511
2024-01-15 09:04:37,A_014888,ER_ESP32_TEMP_001,ESP32_Temperature,DS18B20,Emergency,8,False,10.0.0.88,192.168.1.63,43052,1883,MQTT,829,47,0.78,1,0,38963,7792,1.0979704194834907,9,0,0,0,mqtt_injection,35,,,,,,,,,,,41.6,,,Malicious MQTT data injection (false vitals),CAMP_MQTT_8290,CRITICAL,GRP_0001,0.8696022596322208,0.7365871834610976,0.18127741396312838
2024-01-15 09:33:59,A_088636,WARD_ESP32_TEMP_002,ESP32_Temperature,DS18B20,General_Ward,6,False,192.168.1.73,192.168.1.1,51288,1883,MQTT,375,27,0.45,1,0,10125,3037,1.166946222360678,9,0,0,0,normal,0,,,,,,,,,,,37.3,,,,,LOW,,0.019343966710225913,0.11261619129249617,0.06997404456127218
2024-01-15 19:29:07,A_094892,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,AD8232,ICU,10,True,192.168.1.53,192.168.1.1,52915,80,BLE,235,21,0.35,1,0,4935,1480,0.09167135905501717,19,0,0,0,normal,0,,,,,,,,83.0,True,0.9070245033152163,,,,,,CRITICAL,,0.06133372606262329,0.14795719330881804,0.027602166814266273
2024-01-16 05:40:36,A_092731,REHAB_ESP32_FALL_002,ESP32_Fall_Detection,MPU9250,Rehabilitation,6,False,192.168.1.111,192.168.1.1,51098,1883,MQTT,349,14,0.23,1,0,4886,1465,0.5092748173612552,5,1,1,0,normal,0,0.697,-0.412,8.033,4.91,3.61,6.49,False,,,,,,,,,LOW,,0.05915056692406589,0.030170481963950488,0.09583119206375669
2024-01-15 09:01:08,A_029130,ICU_ESP32_TEMP_001,ESP32_Temperature,DS18B20,ICU,9,False,10.0.0.88,192.168.1.54,44883,1883,MQTT,330,41,0.68,1,0,13530,2706,1.9653225816875632,9,0,0,0,mqtt_injection,35,,,,,,,,,,,41.4,,,Malicious MQTT data injection (false vitals),CAMP_MQTT_8290,CRITICAL,GRP_0000,0.9668727179851365,0.556176768986748,0.258619339735316
2024-01-16 01:49:24,A_079022,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,AD8232,ICU,10,True,192.168.1.53,192.168.1.1,55337,80,BLE,272,19,0.32,1,0,5168,1550,0.9222036232480996,1,1,1,0,normal,0,,,,,,,,62.0,True,0.6931724112993276,,,,,,CRITICAL,,0.12160541840294342,0.11879820605163907,0.0468817478971788
2024-01-15 12:48:28,A_084936,ICU_ESP32_HR_002,ESP32_Pulse_Oximeter,MAX30102,ICU,10,True,192.168.1.51,192.168.1.1,50205,1883,MQTT,293,24,0.4,1,0,7032,2109,1.6906356794390023,12,0,0,0,normal,0,,,,,,,,64.0,,,,97.0,0.9532049976463137,,,CRITICAL,,0.15415453764212145,0.07362413127522502,0.060690048903498356
2024-01-15 23:10:01,A_016821,OPD_ESP32_TEMP_001,ESP32_Temperature,MLX90614,OPD,4,False,192.168.1.101,192.168.1.1,45455,80,HTTP,249,22,0.37,1,0,5478,1643,0.5736119234592404,23,0,1,0,normal,0,,,,,,,,,,,37.3,,,,,INFO,,0.03687364760393876,0.10604920683923909,0.04561761820845877
2024-01-15 21:00:41,A_036733,REHAB_ESP32_FALL_002,ESP32_Fall_Detection,MPU9250,Rehabilitation,6,False,192.168.1.111,192.168.1.1,49551,1883,MQTT,421,22,0.37,1,0,9262,2778,0.541451680653351,21,0,0,0,normal,0,-0.786,-1.701,10.823,6.71,6.08,5.8,False,,,,,,,,,LOW,,0.001945175026238877,0.043412991228368815,0.07413488252977438
2024-01-16 04:00:26,A_015602,OPD_ESP32_TEMP_001,ESP32_Temperature,MLX90614,OPD,4,False,198.51.100.42,192.168.1.101,59867,44340,HTTP,281,36,0.6,1,0,10116,2023,1.9487181572856667,4,1,1,0,replay_attack,28,,,,,,,,,,,36.8,,,Replay attack on sensor data,CAMP_REPL_4889,LOW,GRP_0039,0.790965284852381,0.9312871378007767,0.4045772600840825
2024-01-15 09:02:38,A_028533,ICU_ESP32_TEMP_001,ESP32_Temperature,DS18B20,ICU,9,False,10.0.0.88,192.168.1.54,51288,1883,MQTT,950,43,0.72,1,0,40850,8170,0.8668052122142973,9,0,0,0,mqtt_injection,35,,,,,,,,,,,40.9,,,Malicious MQTT data injection (false vitals),CAMP_MQTT_8290,CRITICAL,GRP_0000,0.6260929850481968,0.6039704622657146,0.3767030793643853
2024-01-15 09:03:24,A_069769,ER_ESP32_FALL_001,ESP32_Fall_Detection,MPU6050,Emergency,8,False,10.0.0.88,192.168.1.62,43995,1883,MQTT,761,13,0.22,1,0,9893,1978,1.2664150585088487,9,0,0,0,mqtt_injection,35,-0.899,-0.609,10.511,4.79,-5.04,-8.46,False,,,,,,,Malicious MQTT data injection (false vitals),CAMP_MQTT_8290,CRITICAL,GRP_0001,0.9795433894867315,0.9485900881263177,0.14592765601459473
2024-01-15 23:03:41,A_011405,ICU_ESP32_HR_002,ESP32_Pulse_Oximeter,MAX30102,ICU,10,True,203.94.50.15,192.168.1.51,45425,17702,MQTT,154,37,0.62,1,0,5698,1139,1.415796254684979,23,0,1,0,ble_spoofing,30,,,,,,,,98.0,,,,100.0,0.790457126731067,BLE MAC address spoofing attack,CAMP_BLE__3993,CRITICAL,GRP_0019,0.7390532667086944,0.7460584115326394,0.3739170094177685
2024-01-15 08:02:38,A_096852,WARD_ESP32_TEMP_001,ESP32_Temperature,MLX90614,General_Ward,6,False,203.94.50.15,192.168.1.72,57035,24523,HTTP,792,23,0.38,5,0,18216,3643,0.15509946632384378,8,0,0,0,firmware_exploit,45,,,,,,,,,,,36.6,,,ESP32 firmware exploitation,CAMP_FIRM_2907,CRITICAL,GRP_0010,0.6551114841865681,0.9195570862951041,0.17005273157076872
2024-01-16 06:35:00,A_016130,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,AD8232,ICU,10,True,192.168.1.53,192.168.1.1,50672,80,BLE,508,9,0.15,1,0,4572,1371,0.04800017012489923,6,1,0,0,normal,0,,,,,,,,60.0,True,0.8143368988508093,,,,,,CRITICAL,,0.14773241071236506,0.0945859431494951,0.012170920679390929
2024-01-15 14:29:12,A_019792,ICU_ESP32_TEMP_002,ESP32_Temperature,MLX90614,ICU,9,False,192.168.1.55,192.168.1.1,56181,80,HTTP,235,20,0.33,1,0,4700,1410,1.927884327322504,14,0,0,0,normal,0,,,,,,,,,,,36.7,,,,,MEDIUM,,0.1417950291878678,0.055638606858786195,0.08915738959487374
2024-01-16 02:03:59,A_089577,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,MPU6050,Rehabilitation,6,False,192.168.1.110,192.168.1.1,42560,80,WiFi,468,15,0.25,1,0,7020,2106,1.2017650109208,2,1,1,0,normal,0,1.49,-0.391,9.924,6.61,-9.62,6.16,False,,,,,,,,,LOW,,0.004540073150875479,0.019325698309698252,0.01680904609488313
2024-01-16 03:40:57,A_040163,ICU_ESP32_HR_002,ESP32_Pulse_Oximeter,MAX30102,ICU,10,True,192.168.1.51,192.168.1.1,55116,1883,MQTT,480,28,0.47,1,0,13440,4032,0.329708834332946,3,1,1,0,normal,0,,,,,,,,65.0,,,,98.0,0.8884076103556366,,,CRITICAL,,0.1028061638951739,0.08626544086833018,0.09925440097599336
2024-01-15 14:59:23,A_031776,HOME_ESP32_FALL_001,ESP32_Fall_Detection,MPU6050,Home_Care,5,False,10.0.0.53,192.168.1.1,48003,80,WiFi,368,28,0.47,1,0,10304,3091,0.2707910939737379,14,0,0,0,normal,0,-1.146,-0.346,8.033,-3.96,-6.27,-5.16,False,,,,,,,,,INFO,,0.04139726060002391,0.08921022706494816,0.04851490622660749
2024-01-16 04:01:07,A_025330,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,MAX30102,ICU,10,True,10.0.0.88,192.168.1.50,46364,44391,MQTT,1490,1585,26.42,1,0,2361650,0,0.09322484365068373,4,1,1,0,ddos,40,,,,,,,,86.0,,,,100.0,0.9297324160801839,DDoS attack on ESP32 device,CAMP_DDOS_6073,CRITICAL,GRP_0004,0.695670277666188,0.574742025856348,0.4469972828192632
2024-01-16 03:19:07,A_079156,ICU_ESP32_TEMP_001,ESP32_Temperature,DS18B20,ICU,9,False,192.168.1.54,192.168.1.1,42979,1883,MQTT,189,23,0.38,1,0,4347,1304,1.0696800395738226,3,1,1,0,normal,0,,,,,,,,,,,37.4,,,,,MEDIUM,,0.10787491176480553,0.05617020283620369,0.09533173190430701
2024-01-16 02:05:00,A_051685,ICU_ESP32_TEMP_002,ESP32_Temperature,MLX90614,ICU,9,False,192.168.1.55,192.168.1.1,55463,80,HTTP,483,17,0.28,1,0,8211,2463,0.8487342754758874,2,1,1,0,normal,0,,,,,,,,,,,36.7,,,,,MEDIUM,,0.08771067629766255,0.01617091788592252,0.06782733749161769
2024-01-15 12:23:35,A_075498,WARD_ESP32_FALL_002,ESP32_Fall_Detection,MPU6050,General_Ward,7,False,192.168.1.75,192.168.1.1,57561,1883,MQTT,471,10,0.17,1,0,4710,1413,0.8164122924738294,12,0,0,0,normal,0,1.118,-0.617,8.733,-1.92,4.62,2.14,False,,,,,,,,,LOW,,0.043906203963123884,0.05538402624399178,0.06391499407986406
2024-01-16 04:26:54,A_004727,ER_ESP32_FALL_001,ESP32_Fall_Detection,MPU6050,Emergency,8,False,192.168.1.62,192.168.1.1,52894,1883,MQTT,505,6,0.1,1,0,3030,909,1.909717230274823,4,1,1,0,normal,0,1.568,1.899,9.962,1.52,9.38,0.25,False,,,,,,,,,MEDIUM,,0.13744300823622296,0.06058636770867017,0.05128425751968477
2024-01-16 04:00:18,A_085198,ER_ESP32_FALL_001,ESP32_Fall_Detection,MPU6050,Emergency,8,False,10.0.0.88,192.168.1.62,43190,16513,MQTT,1478,570,9.5,1,0,842460,0,0.0385002974960106,4,1,1,0,ddos,40,-0.654,1.638,10.897,-8.5,-6.55,3.78,False,,,,,,,DDoS attack on ESP32 device,CAMP_DDOS_6073,CRITICAL,GRP_0005,0.6702207992071667,0.8168272608771641,0.5295649757057324
2024-01-15 10:11:45,A_035795,ICU_ESP32_TEMP_001,ESP32_Temperature,DS18B20,ICU,9,False,192.168.1.54,192.168.1.1,58475,1883,MQTT,134,30,0.5,1,0,4020,1206,1.9864881567180808,10,0,0,0,normal,0,,,,,,,,,,,36.6,,,,,MEDIUM,,0.015755043573939975,0.08262155451681574,0.049200359801388996
2024-01-15 09:34:05,A_012256,ER_ESP32_TEMP_001,ESP32_Temperature,DS18B20,Emergency,8,False,192.168.1.63,192.168.1.1,53912,1883,MQTT,466,10,0.17,1,0,4660,1398,0.7712529803937701,9,0,0,0,normal,0,,,,,,,,,,,37.1,,,,,MEDIUM,,0.19878611994098175,0.07800682898198759,0.0816284215895738
2024-01-16 04:04:42,A_035718,OPD_ESP32_TEMP_001,ESP32_Temperature,MLX90614,OPD,4,False,198.51.100.42,192.168.1.101,47082,9383,HTTP,481,63,1.05,1,0,30303,6060,1.5316778872824304,4,1,1,0,replay_attack,28,,,,,,,,,,,36.7,,,Replay attack on sensor data,CAMP_REPL_4889,LOW,GRP_0039,0.7089867180625172,0.7056593656137655,0.469767771087769
2024-01-16 07:16:51,A_070551,ICU_ESP32_ECG_001,ESP32_ECG_Monitor,AD8232,ICU,10,True,192.168.1.52,192.168.1.1,44972,1883,MQTT,312,8,0.13,1,0,2496,748,1.0742676479622268,7,1,0,0,normal,0,,,,,,,,81.0,True,0.7236901441599342,,,,,,CRITICAL,,0.0977135158452235,0.09350289816975196,0.074434094782002
2024-01-16 01:13:43,A_054374,ICU_ESP32_TEMP_001,ESP32_Temperature,DS18B20,ICU,9,False,192.168.1.54,192.168.1.1,56201,1883,MQTT,178,23,0.38,1,0,4094,1228,0.24893518046217616,1,1,1,0,normal,0,,,,,,,,,,,36.9,,,,,MEDIUM,,0.1842635528182915,0.12072820065458811,0.04456188192612962
2024-01-15 18:58:14,A_039691,OPD_ESP32_TEMP_001,ESP32_Temperature,MLX90614,OPD,4,False,192.168.1.101,192.168.1.1,54532,80,HTTP,155,10,0.17,1,0,1550,465,1.442348829672477,18,0,0,0,normal,0,,,,,,,,,,,36.6,,,,,INFO,,0.18276290452498886,0.10820471953533373,0.04919228241953452
2024-01-15 23:03:59,A_093702,HOME_ESP32_TEMP_001,ESP32_Temperature,DS18B20,Home_Care,4,False,203.94.50.15,10.0.0.52,58363,16220,HTTP,129,58,0.97,1,0,7482,1496,1.7270137464376991,23,0,1,0,ble_spoofing,30,,,,,,,,,,,37.1,,,BLE MAC address spoofing attack,CAMP_BLE__3993,LOW,GRP_0017,0.7559104333865534,0.6193946354879497,0.5203000004769334
2024-01-15 17:24:25,A_073691,ICU_ESP32_HR_002,ESP32_Pulse_Oximeter,MAX30102,ICU,10,True,192.168.1.51,192.168.1.1,56916,1883,MQTT,248,11,0.18,1,0,2728,818,0.4995935127512965,17,0,0,0,normal,0,,,,,,,,61.0,,,,97.0,0.8885182310124098,,,CRITICAL,,0.08747395481691432,0.059423449338425104,0.04456674544355859
2024-01-16 03:42:43,A_098070,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,MPU6050,Rehabilitation,6,False,192.168.1.110,192.168.1.1,54148,80,WiFi,425,22,0.37,1,0,9350,2805,0.4761303730935229,3,1,1,0,normal,0,-0.894,-0.027,9.317,1.45,3.76,8.87,False,,,,,,,,,LOW,,0.19409298422857552,0.0986439893710342,0.07874226411767091
2024-01-15 22:20:40,A_000575,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,MPU6050,Rehabilitation,6,False,192.168.1.110,192.168.1.1,58340,80,WiFi,248,25,0.42,1,0,6200,1860,0.25255185318167545,22,0,0,0,normal,0,0.61,1.147,8.35,9.94,1.88,-6.03,False,,,,,,,,,LOW,,0.1531265629798232,0.06933685094849873,0.04218108521108015
2024-01-16 04:02:48,A_084610,ICU_ESP32_HR_002,ESP32_Pulse_Oximeter,MAX30102,ICU,10,True,10.0.0.88,192.168.1.51,42382,40618,MQTT,1402,1480,24.67,1,0,2074960,0,0.08766754641587192,4,1,1,0,ddos,40,,,,,,,,96.0,,,,99.0,0.8563958470649033,DDoS attack on ESP32 device,CAMP_DDOS_6073,CRITICAL,GRP_0004,0.7441735125007473,0.9428760586738087,0.34205720834649345
2024-01-16 00:32:23,A_061769,REHAB_ESP32_FALL_002,ESP32_Fall_Detection,MPU9250,Rehabilitation,6,False,192.168.1.111,192.168.1.1,50896,1883,MQTT,142,27,0.45,1,0,3834,1150,1.4213598166244201,0,1,1,0,normal,0,0.505,-0.692,9.877,-2.91,7.69,-4.8,False,,,,,,,,,LOW,,0.09717712123792265,0.0011061099994999102,0.06228254190387729
2024-01-15 18:19:28,A_032260,ICU_ESP32_HR_002,ESP32_Pulse_Oximeter,MAX30102,ICU,10,True,192.168.1.51,192.168.1.1,40455,1883,MQTT,393,16,0.27,1,0,6288,1886,1.2347743038516947,18,0,0,0,normal,0,,,,,,,,71.0,,,,97.0,0.8134998737991248,,,CRITICAL,,0.04844352873271849,0.056104668016871875,0.09569157501314983
2024-01-15 18:11:09,A_082199,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,AD8232,ICU,10,True,192.168.1.53,192.168.1.1,44675,80,BLE,401,17,0.28,1,0,6817,2045,0.34251895703077234,18,0,0,0,normal,0,,,,,,,,76.0,True,0.6109692835586952,,,,,,CRITICAL,,0.18264912389766322,0.13083773610514307,0.043513292184310506
2024-01-15 09:42:28,A_036290,WARD_ESP32_FALL_002,ESP32_Fall_Detection,MPU6050,General_Ward,7,False,192.168.1.75,192.168.1.1,48694,1883,MQTT,477,5,0.08,1,0,2385,715,1.0647452706737497,9,0,0,0,normal,0,0.467,-1.045,9.496,-1.58,0.32,-0.83,False,,,,,,,,,LOW,,0.16206970896753875,0.05579052047737382,0.0653027566272768
2024-01-16 06:30:01,A_078449,ER_ESP32_ECG_001,ESP32_ECG_Monitor,AD8232,Emergency,9,False,192.168.1.61,192.168.1.1,57908,1883,MQTT,354,21,0.35,1,0,7434,2230,0.5815884000137125,6,1,0,0,normal,0,,,,,,,,83.0,True,0.9800635841284067,,,,,,HIGH,,0.10486410212181059,0.03041570040039393,0.08879509574149191
2024-01-15 15:02:31,A_060055,WARD_ESP32_HR_002,ESP32_Pulse_Oximeter,MAX30102,General_Ward,7,False,192.168.1.71,192.168.1.1,41889,80,BLE,292,19,0.32,1,0,5548,1664,0.8110232911738877,15,0,0,0,normal,0,,,,,,,,60.0,,,,97.0,0.8525497976288838,,,MEDIUM,,0.05886218831433452,0.09132189890281979,0.06796440924421758
