timestamp,device_id,device_type,ward,life_support,criticality_tier,protocol,src_ip,dst_port,heart_rate_bpm,ppg_raw_value,attack_type,is_attack
1146125,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,27981,normal,FALSE
1148155,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,27748,normal,FALSE
1150179,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,28353,normal,FALSE
1152181,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,72,27842,normal,FALSE
1154192,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,72,27374,normal,FALSE
1156229,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,28278,normal,FALSE
1158260,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,27666,normal,FALSE
1160285,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,27595,normal,FALSE
1162302,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,74,27672,normal,FALSE
1164314,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,74,28163,normal,FALSE
1166339,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,74,28392,normal,FALSE
1168349,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,74,28408,normal,FALSE
1170369,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,74,27844,normal,FALSE
1172374,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,75,27381,normal,FALSE
1174384,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,75,28471,normal,FALSE
1176389,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,75,28126,normal,FALSE
1178408,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,74,28133,normal,FALSE
1180430,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,27558,normal,FALSE
1182451,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,27566,normal,FALSE
1184466,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,300,63109,sensor_spoofing,TRUE
1186483,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,250,64020,sensor_spoofing,TRUE
1188486,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,320,64353,sensor_spoofing,TRUE
1190515,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,320,64835,sensor_spoofing,TRUE
1192521,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,250,61843,sensor_spoofing,TRUE
1194523,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,250,61150,sensor_spoofing,TRUE
1196548,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,0,64791,sensor_spoofing,TRUE
1198571,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,250,63381,sensor_spoofing,TRUE
1200574,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,0,62582,sensor_spoofing,TRUE
1202583,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,0,62019,sensor_spoofing,TRUE
1204607,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,250,60228,sensor_spoofing,TRUE
1206633,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,0,64283,sensor_spoofing,TRUE
1208666,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,300,63794,sensor_spoofing,TRUE
1210699,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,320,61524,sensor_spoofing,TRUE
1212702,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,300,60298,sensor_spoofing,TRUE
1214727,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,320,60277,sensor_spoofing,TRUE
1216758,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,250,61774,sensor_spoofing,TRUE
1218790,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,0,63874,sensor_spoofing,TRUE
1220812,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,0,64328,sensor_spoofing,TRUE
1222822,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,300,61117,sensor_spoofing,TRUE
1224837,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,76,27936,normal,FALSE
1226855,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,75,28595,normal,FALSE
1228880,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,74,28279,normal,FALSE
1230900,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,74,28267,normal,FALSE
1232904,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,74,27745,normal,FALSE
1234913,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,74,28003,normal,FALSE
1236922,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,74,28021,normal,FALSE
1238956,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,28306,normal,FALSE
1240981,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,27242,normal,FALSE
1242996,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,27851,normal,FALSE
1245033,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,27462,normal,FALSE
1247043,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,27273,normal,FALSE
1249078,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,28087,normal,FALSE
1251097,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,27852,normal,FALSE
1253102,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,73,28133,normal,FALSE
1255109,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,72,27889,normal,FALSE
1257137,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,72,27954,normal,FALSE
1259144,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,72,27745,normal,FALSE
1261154,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,72,27262,normal,FALSE
1263178,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,72,27672,normal,FALSE
1265211,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,7777,72,28766,mqtt_port_manipulation,TRUE
1267216,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,7777,73,27118,mqtt_port_manipulation,TRUE
1269248,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,6666,73,28523,mqtt_port_manipulation,TRUE
1271266,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,7777,73,27845,mqtt_port_manipulation,TRUE
1273267,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,9002,73,27907,mqtt_port_manipulation,TRUE
1275282,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,6666,72,27964,mqtt_port_manipulation,TRUE
1277307,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,9002,72,28419,mqtt_port_manipulation,TRUE
1279329,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,4444,73,27600,mqtt_port_manipulation,TRUE
1281337,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,9002,73,27962,mqtt_port_manipulation,TRUE
1283363,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,7777,73,27775,mqtt_port_manipulation,TRUE
1285369,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,9002,73,27925,mqtt_port_manipulation,TRUE
1287406,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,6666,73,27876,mqtt_port_manipulation,TRUE
1289421,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,4444,73,27920,mqtt_port_manipulation,TRUE
1291424,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,9002,72,28892,mqtt_port_manipulation,TRUE
1293453,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,6666,72,27746,mqtt_port_manipulation,TRUE
1295468,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,7777,72,28766,mqtt_port_manipulation,TRUE
1297486,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,4444,72,27878,mqtt_port_manipulation,TRUE
1299490,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,6666,72,27842,mqtt_port_manipulation,TRUE
1301494,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,7777,73,28454,mqtt_port_manipulation,TRUE
1303500,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,7777,72,28677,mqtt_port_manipulation,TRUE
1305527,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,72,28269,normal,FALSE
1307547,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,71,28462,normal,FALSE
1309564,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,71,28637,normal,FALSE
1311598,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,71,28453,normal,FALSE
1313634,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,71,28213,normal,FALSE
1315670,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,70,28290,normal,FALSE
1317687,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,70,28123,normal,FALSE
1319707,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,69,28241,normal,FALSE
1321726,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,70,28073,normal,FALSE
1323754,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,69,27767,normal,FALSE
1325783,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,70,27419,normal,FALSE
1327809,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,70,28161,normal,FALSE
1329839,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,70,27838,normal,FALSE
1331841,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,69,27798,normal,FALSE
1333855,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,69,28029,normal,FALSE
1335887,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,69,27924,normal,FALSE
1337903,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,68,27427,normal,FALSE
1339925,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,68,27803,normal,FALSE
1341932,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,68,28169,normal,FALSE
1343946,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,67,27804,normal,FALSE
1345947,ROGUE_PULSE_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,68,28391,device_identity_spoofing,TRUE
1347980,ROGUE_PULSE_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,67,27642,device_identity_spoofing,TRUE
1349999,GHOST_ESP32,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,68,27397,device_identity_spoofing,TRUE
1352001,GHOST_ESP32,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,68,28167,device_identity_spoofing,TRUE
1354014,GHOST_ESP32,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,67,27692,device_identity_spoofing,TRUE
1356027,UNKNOWN_DEVICE,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,67,28307,device_identity_spoofing,TRUE
1358062,UNKNOWN_DEVICE,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,66,27745,device_identity_spoofing,TRUE
1360084,GHOST_ESP32,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,66,28002,device_identity_spoofing,TRUE
1362091,CLONE_PULSE,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,66,28578,device_identity_spoofing,TRUE
1364119,CLONE_PULSE,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,66,28329,device_identity_spoofing,TRUE
1366150,ROGUE_PULSE_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,66,28293,device_identity_spoofing,TRUE
1368178,ROGUE_PULSE_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,65,27838,device_identity_spoofing,TRUE
1370186,CLONE_PULSE,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,64,28038,device_identity_spoofing,TRUE
1372197,UNKNOWN_DEVICE,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,64,27953,device_identity_spoofing,TRUE
1374217,UNKNOWN_DEVICE,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,64,28000,device_identity_spoofing,TRUE
1376218,CLONE_PULSE,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,63,28338,device_identity_spoofing,TRUE
1378239,UNKNOWN_DEVICE,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,63,28396,device_identity_spoofing,TRUE
1380268,UNKNOWN_DEVICE,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,63,28119,device_identity_spoofing,TRUE
1382277,UNKNOWN_DEVICE,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,63,27984,device_identity_spoofing,TRUE
1384294,UNKNOWN_DEVICE,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,63,27999,device_identity_spoofing,TRUE
1386306,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,63,28087,normal,FALSE
1388320,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,63,27732,normal,FALSE
1390343,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,62,27435,normal,FALSE
1392351,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,61,27938,normal,FALSE
1394355,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,61,28510,normal,FALSE
1396378,PULSE_ESP32_001,ESP32_Pulse_Oximeter,ICU,TRUE,9,MQTT,10.86.251.45,1883,60,27537,normal,FALSE
