timestamp,device_id,device_type,ward,life_support,criticality_tier,protocol,src_ip,dst_port,temperature_celsius,attack_type,is_attack
123743,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,94.24,sensor_spoofing,TRUE
128808,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,87.4,sensor_spoofing,TRUE
133811,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,86.14,sensor_spoofing,TRUE
138865,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,87.0,sensor_spoofing,TRUE
143877,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,89.62,sensor_spoofing,TRUE
148926,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,97.6,sensor_spoofing,TRUE
153952,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,87.96,sensor_spoofing,TRUE
159034,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,96.55,sensor_spoofing,TRUE
164086,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,91.67,sensor_spoofing,TRUE
169175,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,97.1,sensor_spoofing,TRUE
174270,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,87.11,sensor_spoofing,TRUE
179366,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.44,normal,FALSE
184382,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.6,normal,FALSE
189401,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.8,normal,FALSE
194424,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.91,normal,FALSE
199451,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.38,normal,FALSE
204492,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.27,normal,FALSE
209522,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.35,normal,FALSE
214538,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.36,normal,FALSE
219585,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.69,normal,FALSE
224595,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.0,normal,FALSE
229597,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.09,normal,FALSE
234604,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.84,normal,FALSE
239653,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.9,normal,FALSE
244705,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.89,normal,FALSE
249753,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.03,normal,FALSE
254777,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,8883,31.38,mqtt_port_manipulation,TRUE
259825,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,9001,31.27,mqtt_port_manipulation,TRUE
264855,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,9001,31.35,mqtt_port_manipulation,TRUE
269884,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,9001,30.61,mqtt_port_manipulation,TRUE
274973,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,6666,30.72,mqtt_port_manipulation,TRUE
280065,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,4444,30.88,mqtt_port_manipulation,TRUE
285122,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,9001,31.38,mqtt_port_manipulation,TRUE
290176,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,9001,30.57,mqtt_port_manipulation,TRUE
295214,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,6666,31.29,mqtt_port_manipulation,TRUE
300283,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,8883,31.43,mqtt_port_manipulation,TRUE
305316,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,6666,31.38,mqtt_port_manipulation,TRUE
310369,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,8883,30.78,mqtt_port_manipulation,TRUE
315456,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,6666,30.69,mqtt_port_manipulation,TRUE
320500,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,9001,30.85,mqtt_port_manipulation,TRUE
325586,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,6666,31.19,mqtt_port_manipulation,TRUE
330611,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.29,normal,FALSE
335645,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.16,normal,FALSE
340741,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.25,normal,FALSE
345832,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.73,normal,FALSE
350877,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.16,normal,FALSE
355878,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.61,normal,FALSE
360947,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.7,normal,FALSE
366014,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.81,normal,FALSE
371101,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.48,normal,FALSE
376123,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.01,normal,FALSE
381180,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.43,normal,FALSE
386214,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.25,normal,FALSE
391309,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.92,normal,FALSE
396381,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.03,normal,FALSE
401461,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.27,normal,FALSE
406559,ROGUE_TEMP_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.11,device_identity_spoofing,TRUE
411596,FAKE_ESP32,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.24,device_identity_spoofing,TRUE
416610,UNKNOWN_DEVICE,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.58,device_identity_spoofing,TRUE
421615,FAKE_ESP32,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.92,device_identity_spoofing,TRUE
426663,TEMP_CLONE,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.69,device_identity_spoofing,TRUE
431676,FAKE_ESP32,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.9,device_identity_spoofing,TRUE
436699,ROGUE_TEMP_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.96,device_identity_spoofing,TRUE
441716,TEMP_CLONE,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.4,device_identity_spoofing,TRUE
446805,ROGUE_TEMP_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.92,device_identity_spoofing,TRUE
451897,FAKE_ESP32,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.86,device_identity_spoofing,TRUE
456924,TEMP_CLONE,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.96,device_identity_spoofing,TRUE
462014,TEMP_CLONE,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.68,device_identity_spoofing,TRUE
467076,ROGUE_TEMP_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.17,device_identity_spoofing,TRUE
472086,UNKNOWN_DEVICE,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.5,device_identity_spoofing,TRUE
477153,UNKNOWN_DEVICE,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.61,device_identity_spoofing,TRUE
482217,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.84,normal,FALSE
487311,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.5,normal,FALSE
492399,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.03,normal,FALSE
497481,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.51,normal,FALSE
502522,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.91,normal,FALSE
507544,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.64,normal,FALSE
512551,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.9,normal,FALSE
517558,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.84,normal,FALSE
522588,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.06,normal,FALSE
527626,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.66,normal,FALSE
532683,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.56,normal,FALSE
537783,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.92,normal,FALSE
542808,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.62,normal,FALSE
547830,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.77,normal,FALSE
552915,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.87,normal,FALSE
557987,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,HTTPS,10.18.166.210,21,31.42,protocol_anomaly,TRUE
563087,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,HTTP,10.18.166.210,80,31.15,protocol_anomaly,TRUE
568156,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,HTTPS,10.18.166.210,80,31.22,protocol_anomaly,TRUE
573174,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,TCP,10.18.166.210,443,30.53,protocol_anomaly,TRUE
578240,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,HTTPS,10.18.166.210,443,30.85,protocol_anomaly,TRUE
583341,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,FTP,10.18.166.210,8080,30.84,protocol_anomaly,TRUE
588348,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,HTTP,10.18.166.210,443,30.69,protocol_anomaly,TRUE
593371,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,HTTP,10.18.166.210,443,31.0,protocol_anomaly,TRUE
598438,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,HTTP,10.18.166.210,443,30.88,protocol_anomaly,TRUE
603526,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,HTTP,10.18.166.210,443,31.07,protocol_anomaly,TRUE
608620,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,TCP,10.18.166.210,21,31.38,protocol_anomaly,TRUE
613642,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,HTTP,10.18.166.210,8080,30.75,protocol_anomaly,TRUE
618718,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,HTTPS,10.18.166.210,80,30.52,protocol_anomaly,TRUE
623739,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,FTP,10.18.166.210,21,31.38,protocol_anomaly,TRUE
628811,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,HTTP,10.18.166.210,80,30.62,protocol_anomaly,TRUE
633866,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.85,normal,FALSE
638944,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.18,normal,FALSE
643987,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.16,normal,FALSE
648992,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.88,normal,FALSE
654027,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.11,normal,FALSE
659098,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.65,normal,FALSE
664185,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.52,normal,FALSE
669222,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.24,normal,FALSE
674276,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.01,normal,FALSE
679376,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.73,normal,FALSE
684444,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.91,normal,FALSE
689451,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.71,normal,FALSE
694534,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.76,normal,FALSE
699607,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.59,normal,FALSE
704608,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.07,normal,FALSE
709612,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.34,flooding,TRUE
709662,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.4,flooding,TRUE
709712,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.13,flooding,TRUE
709762,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.49,flooding,TRUE
709812,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.68,flooding,TRUE
709862,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.93,flooding,TRUE
709912,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.43,flooding,TRUE
709962,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.0,flooding,TRUE
710012,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.57,flooding,TRUE
710062,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.73,flooding,TRUE
710112,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.63,flooding,TRUE
710162,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.59,flooding,TRUE
710212,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.66,flooding,TRUE
710262,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.07,flooding,TRUE
710312,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.22,flooding,TRUE
710362,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.94,flooding,TRUE
710412,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.41,flooding,TRUE
710462,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.63,flooding,TRUE
710512,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.4,flooding,TRUE
710562,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.34,flooding,TRUE
710612,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.67,flooding,TRUE
710662,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.17,flooding,TRUE
710712,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.42,flooding,TRUE
710762,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.58,flooding,TRUE
710812,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.02,flooding,TRUE
710862,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.2,normal,FALSE
715913,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.02,normal,FALSE
720923,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.74,normal,FALSE
725965,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.27,normal,FALSE
731008,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.0,normal,FALSE
736021,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.29,normal,FALSE
741025,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.44,normal,FALSE
746081,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.56,normal,FALSE
751106,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.43,normal,FALSE
756191,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.79,normal,FALSE
761226,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.4,normal,FALSE
766312,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.75,normal,FALSE
771386,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.03,normal,FALSE
776412,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,31.23,normal,FALSE
781427,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,10.18.166.210,1883,30.66,normal,FALSE
786477,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,192.168.133.51,1883,30.64,ip_spoofing,TRUE
791517,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,192.168.181.60,1883,30.95,ip_spoofing,TRUE
796521,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,192.168.194.5,1883,30.64,ip_spoofing,TRUE
801532,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,192.168.192.63,1883,30.86,ip_spoofing,TRUE
806573,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,192.168.37.6,1883,31.04,ip_spoofing,TRUE
811673,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,192.168.113.88,1883,30.53,ip_spoofing,TRUE
816701,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,192.168.36.166,1883,31.12,ip_spoofing,TRUE
821799,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,FALSE,6,MQTT,192.168.223.21,1883,30.5,ip_spoofing,TRUE
