timestamp,device_id,device_type,ward,life_support,criticality_tier,protocol,src_ip,dst_port,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,fall_detected,posture_event,attack_type,is_attack
82885,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.1858,0.0589,8.5233,-0.2833,0.4579,0.4431,FALSE,SITTING,normal,FALSE
87880,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0148,0.0374,9.8312,-0.376,-0.1789,0.3909,FALSE,STANDING,normal,FALSE
92892,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.3066,-0.0295,8.3261,-0.0685,-0.3274,0.1054,FALSE,SITTING,normal,FALSE
97960,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.1645,0.0392,1.3819,-0.2226,-0.8334,0.1938,FALSE,LYING,normal,FALSE
102997,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,82.2859,95.4005,81.7721,11.7838,10.8111,11.0736,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
108016,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,84.8159,56.379,57.3354,0.4203,0.5226,0.3299,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
113063,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,98.648,54.6831,53.8279,0.6725,0.2391,0.6976,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
118114,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,57.2678,59.6432,73.7764,0.306,0.0169,0.0937,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
123170,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,85.7288,57.8928,94.0345,-0.0243,0.0226,0.0903,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
128192,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,72.8894,85.3255,61.7019,-0.2846,-0.2579,-0.1278,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
133242,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,81.5254,91.4946,65.7389,0.3478,-0.156,0.1198,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
138272,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,58.8647,91.6412,69.1461,16.542,12.0948,12.2791,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
143343,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,65.4762,98.6085,80.3816,13.1998,10.5721,8.6565,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
148378,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,61.9639,97.2566,61.2953,0.3164,0.0499,-0.0082,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
153419,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,86.5799,50.8463,76.0242,-0.1549,0.1546,0.0762,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
158414,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,93.2079,88.0329,87.6587,-0.5802,-0.6676,0.1134,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
163429,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,78.3394,53.7061,66.1471,13.5877,11.6206,8.5808,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
168504,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,58.9978,88.7264,69.7155,0.1713,-0.3845,-0.1939,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
173591,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,93.4073,76.3784,92.4416,-0.1667,-0.7287,-0.0242,TRUE,FALL_DETECTED,sensor_spoofing,TRUE
178610,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.2256,0.1764,8.3776,-0.436,-0.0578,0.4358,FALSE,SITTING,normal,FALSE
183630,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.2721,-0.0137,8.1402,-0.351,-0.2034,-0.1299,FALSE,SITTING,normal,FALSE
188701,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.1555,0.1467,9.7876,-0.5939,0.318,-0.3214,FALSE,STANDING,normal,FALSE
193720,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0606,0.1265,1.6437,-0.0189,-0.6623,0.1119,FALSE,LYING,normal,FALSE
198777,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,-0.0031,0.1157,9.8223,0.0782,-0.9632,-0.1039,FALSE,STANDING,normal,FALSE
203781,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0334,0.1772,8.7493,0.3107,0.0513,0.0159,FALSE,SITTING,normal,FALSE
208867,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,-0.1118,0.1204,9.7258,0.3991,-0.4424,-0.1625,FALSE,STANDING,normal,FALSE
213893,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0221,-0.0696,8.409,-0.3057,-0.1911,-0.117,FALSE,SITTING,normal,FALSE
218971,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,-0.1157,0.133,8.7197,-0.3363,-0.0793,-0.5104,FALSE,SITTING,normal,FALSE
224040,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,-0.0233,-0.0556,8.2966,0.7397,0.3732,-0.5753,FALSE,SITTING,normal,FALSE
229126,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,-0.0762,0.1412,8.504,-0.1228,-0.1033,-0.1609,FALSE,SITTING,normal,FALSE
234143,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.1684,0.0185,8.1525,-0.629,-0.1564,0.2351,FALSE,SITTING,normal,FALSE
239148,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,4.2333,2.1932,6.6199,12.7703,11.7031,15.4844,TRUE,FALL_DETECTED,normal,FALSE
244186,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.033,0.1729,1.9763,-0.5048,0.3975,-0.1326,FALSE,LYING,normal,FALSE
249262,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.2303,0.032,8.6919,0.1241,0.2595,0.2424,FALSE,SITTING,normal,FALSE
254289,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,6666,0.1558,0.06,1.583,-0.1611,0.1805,-0.1836,FALSE,LYING,mqtt_port_manipulation,TRUE
259284,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,4444,0.087,-0.0374,9.8654,0.1395,-0.5345,-0.701,FALSE,STANDING,mqtt_port_manipulation,TRUE
264375,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,4444,0.0501,-0.0027,1.0595,0.49,0.2416,0.1064,FALSE,LYING,mqtt_port_manipulation,TRUE
269415,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,9001,-0.0867,-0.1931,9.7636,0.116,0.4196,0.3189,FALSE,STANDING,mqtt_port_manipulation,TRUE
274469,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,4444,-0.0651,0.2433,9.8781,0.0076,-0.3498,-0.4442,FALSE,STANDING,mqtt_port_manipulation,TRUE
279499,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,9001,0.2676,0.2056,8.6707,0.2381,0.1165,-0.1972,FALSE,SITTING,mqtt_port_manipulation,TRUE
284537,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,4444,0.0927,0.0762,8.7327,0.0524,-0.1888,-0.2711,FALSE,SITTING,mqtt_port_manipulation,TRUE
289604,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,6666,-0.0667,0.1404,9.7715,-0.2671,1.0639,0.1903,FALSE,STANDING,mqtt_port_manipulation,TRUE
294681,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,9001,-0.0149,0.0776,8.6975,-0.2563,-0.7213,0.3441,FALSE,SITTING,mqtt_port_manipulation,TRUE
299715,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,9001,0.1385,0.0342,1.7865,-0.3288,-0.0871,0.1031,FALSE,LYING,mqtt_port_manipulation,TRUE
304771,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,6666,-0.1157,0.1122,9.7587,-0.9371,0.0175,0.676,FALSE,STANDING,mqtt_port_manipulation,TRUE
309765,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,4444,0.0104,-0.127,8.3716,-0.0974,-1.0426,-0.6326,FALSE,SITTING,mqtt_port_manipulation,TRUE
314848,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,4444,0.0413,0.0191,1.5128,0.246,-0.3432,0.0666,FALSE,LYING,mqtt_port_manipulation,TRUE
319898,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,6666,0.3117,-0.061,8.4177,-0.5033,0.7107,-0.0733,FALSE,SITTING,mqtt_port_manipulation,TRUE
324981,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,4444,0.006,0.1306,8.5301,0.0128,-0.1377,0.0834,FALSE,SITTING,mqtt_port_manipulation,TRUE
330023,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0443,0.1005,8.5283,0.0232,0.6559,0.3196,FALSE,SITTING,normal,FALSE
335072,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.1485,-0.0672,8.2357,0.0064,0.1199,-0.0883,FALSE,SITTING,normal,FALSE
340161,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,-0.1594,0.1568,8.5848,0.2149,0.0581,-0.0203,FALSE,SITTING,normal,FALSE
345243,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,-0.0259,0.1972,9.7993,0.0818,0.233,-0.3172,FALSE,STANDING,normal,FALSE
350253,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.284,0.1214,8.6766,0.3633,-0.3019,0.1676,FALSE,SITTING,normal,FALSE
355257,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.048,0.0219,8.2864,0.1287,-0.0715,0.555,FALSE,SITTING,normal,FALSE
360331,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,1.3895,2.7729,7.5774,19.3191,11.3396,7.7156,TRUE,FALL_DETECTED,normal,FALSE
365409,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.2695,0.1973,8.5598,0.1301,0.3019,0.0816,FALSE,SITTING,normal,FALSE
370466,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0268,-0.0758,1.448,0.165,0.3181,0.3101,FALSE,LYING,normal,FALSE
375501,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,-0.1407,-0.0364,8.2913,0.4987,-0.3006,-0.478,FALSE,SITTING,normal,FALSE
380530,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,2.7079,2.569,3.847,14.5653,13.8817,10.2086,TRUE,FALL_DETECTED,normal,FALSE
385579,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,-0.0054,0.1021,8.6404,-0.0409,-0.3771,-0.4152,FALSE,SITTING,normal,FALSE
390631,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0394,0.0455,2.0637,-0.2585,0.6242,0.459,FALSE,LYING,normal,FALSE
395708,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,3.069,1.8685,8.5699,13.8587,9.3546,10.6163,TRUE,FALL_DETECTED,normal,FALSE
400775,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0594,0.1648,1.5766,0.1799,0.6432,-0.0918,FALSE,LYING,normal,FALSE
405848,CLONE_MPU,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.2886,0.1363,8.2503,-0.2296,-0.1849,0.1251,FALSE,SITTING,device_identity_spoofing,TRUE
410925,ROGUE_MOTION_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,4.4075,2.5467,6.046,14.6903,9.1449,11.0629,TRUE,FALL_DETECTED,device_identity_spoofing,TRUE
415986,UNKNOWN_DEVICE,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0526,-0.0071,8.698,-0.8293,-0.2701,-0.1317,FALSE,SITTING,device_identity_spoofing,TRUE
421068,ROGUE_MOTION_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.2598,-0.0046,8.3571,0.2381,-0.0141,0.2429,FALSE,SITTING,device_identity_spoofing,TRUE
426071,UNKNOWN_DEVICE,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0189,0.148,9.7947,-0.4576,-0.2436,1.0653,FALSE,STANDING,device_identity_spoofing,TRUE
431104,GHOST_IMU,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,3.3934,2.0526,3.8823,16.5249,6.8446,10.6464,TRUE,FALL_DETECTED,device_identity_spoofing,TRUE
436107,ROGUE_MOTION_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.2318,0.0795,8.3202,-0.4439,0.0588,0.1782,FALSE,SITTING,device_identity_spoofing,TRUE
441185,CLONE_MPU,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0545,0.1203,1.6677,-0.4674,0.1657,0.2998,FALSE,LYING,device_identity_spoofing,TRUE
446265,UNKNOWN_DEVICE,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,4.1292,2.1634,6.976,13.3027,13.5583,11.0594,TRUE,FALL_DETECTED,device_identity_spoofing,TRUE
451280,UNKNOWN_DEVICE,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0182,-0.117,9.8109,0.5103,-0.1607,0.504,FALSE,STANDING,device_identity_spoofing,TRUE
456346,UNKNOWN_DEVICE,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0715,-0.1086,1.2367,-0.0381,0.2452,-0.1752,FALSE,LYING,device_identity_spoofing,TRUE
461361,UNKNOWN_DEVICE,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.2372,0.044,8.5625,-0.15,0.525,-0.1806,FALSE,SITTING,device_identity_spoofing,TRUE
466423,CLONE_MPU,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,3.4916,3.1988,5.1223,14.9231,9.7487,9.5533,TRUE,FALL_DETECTED,device_identity_spoofing,TRUE
471476,UNKNOWN_DEVICE,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0511,-0.0461,9.7699,-0.7538,0.0039,0.5974,FALSE,STANDING,device_identity_spoofing,TRUE
476471,GHOST_IMU,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0295,0.0776,9.8495,0.1338,0.2364,-0.4035,FALSE,STANDING,device_identity_spoofing,TRUE
481491,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0668,0.0914,8.7906,-0.2099,-0.483,-0.2413,FALSE,SITTING,normal,FALSE
486538,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0499,0.1534,8.3269,-0.2019,-0.4222,0.023,FALSE,SITTING,normal,FALSE
491564,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,-0.137,0.1248,9.937,-0.5532,-0.4947,-0.135,FALSE,STANDING,normal,FALSE
496596,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0351,0.0732,8.4335,-0.2438,-0.1527,-0.0634,FALSE,SITTING,normal,FALSE
501587,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,-0.0052,0.1992,8.4331,-0.2696,0.4639,-0.1371,FALSE,SITTING,normal,FALSE
506626,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,-0.1304,0.1067,8.5429,-0.5528,-0.1436,0.2218,FALSE,SITTING,normal,FALSE
511672,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0146,-0.0328,8.5897,-0.6749,-0.6892,-0.1951,FALSE,SITTING,normal,FALSE
516720,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.208,0.2524,8.0956,0.2011,0.1518,-0.0207,FALSE,SITTING,normal,FALSE
521766,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.065,0.1706,8.6844,0.9717,0.1151,-0.0244,FALSE,SITTING,normal,FALSE
526846,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.1576,-0.0289,8.1804,0.567,-0.1937,0.8508,FALSE,SITTING,normal,FALSE
531911,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,3.9057,3.4346,6.3575,15.2997,13.4846,10.8807,TRUE,FALL_DETECTED,normal,FALSE
536995,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.2883,0.1036,8.8291,-0.3777,0.3948,-0.3168,FALSE,SITTING,normal,FALSE
542053,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0287,0.1713,8.8404,-0.1743,-0.6995,-0.2095,FALSE,SITTING,normal,FALSE
547122,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.264,-0.0593,9.6601,0.1105,-0.2251,-0.1578,FALSE,STANDING,normal,FALSE
552133,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,BLE_MQTT,10.98.160.21,1883,0.0827,-0.1055,9.7305,0.1993,-0.2207,0.6437,FALSE,STANDING,normal,FALSE
557162,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,CoAP_HIJACK,10.98.160.21,443,-0.0124,0.0488,1.3635,0.158,-0.2941,0.0559,FALSE,LYING,protocol_anomaly,TRUE
562208,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,CoAP_HIJACK,10.98.160.21,443,0.0993,0.1723,8.6659,0.1079,-0.3731,0.6639,FALSE,SITTING,protocol_anomaly,TRUE
567252,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,HTTP,10.98.160.21,443,-0.0392,-0.0077,8.3312,-0.7576,-0.4471,-0.2605,FALSE,SITTING,protocol_anomaly,TRUE
572287,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,RAW_TCP,10.98.160.21,5683,0.1507,0.1198,8.4284,-0.4886,-0.2615,0.1228,FALSE,SITTING,protocol_anomaly,TRUE
577319,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,HTTPS,10.98.160.21,443,3.3558,2.9347,4.1321,19.06,11.4764,12.0665,TRUE,FALL_DETECTED,protocol_anomaly,TRUE
582355,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,FALSE,5,HTTP,10.98.160.21,80,0.0085,-0.0886,9.8859,-0.869,0.1034,0.7374,FALSE,STANDING,protocol_anomaly,TRUE
