timestamp,device_id,device_type,ward,life_support,criticality_tier,protocol,src_ip,dst_port,attack_type,is_attack,sensor_source,priority_label
93376,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
98431,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
103500,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
108567,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
113574,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
118666,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
123743,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
128808,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
133811,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
138865,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
143877,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
148926,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
153952,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
159034,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
164086,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
169175,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
174270,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,sensor_spoofing,True,temperature,MEDIUM
179366,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
184382,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
189401,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
194424,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
199451,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
204492,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
209522,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
214538,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
219585,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
224595,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
229597,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
234604,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
239653,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
244705,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
249753,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
254777,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,8883,mqtt_port_manipulation,True,temperature,MEDIUM
259825,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,9001,mqtt_port_manipulation,True,temperature,MEDIUM
264855,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,9001,mqtt_port_manipulation,True,temperature,MEDIUM
269884,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,9001,mqtt_port_manipulation,True,temperature,MEDIUM
274973,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,6666,mqtt_port_manipulation,True,temperature,MEDIUM
280065,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,4444,mqtt_port_manipulation,True,temperature,MEDIUM
285122,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,9001,mqtt_port_manipulation,True,temperature,MEDIUM
290176,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,9001,mqtt_port_manipulation,True,temperature,MEDIUM
295214,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,6666,mqtt_port_manipulation,True,temperature,MEDIUM
300283,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,8883,mqtt_port_manipulation,True,temperature,MEDIUM
305316,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,6666,mqtt_port_manipulation,True,temperature,MEDIUM
310369,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,8883,mqtt_port_manipulation,True,temperature,MEDIUM
315456,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,6666,mqtt_port_manipulation,True,temperature,MEDIUM
320500,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,9001,mqtt_port_manipulation,True,temperature,MEDIUM
325586,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,6666,mqtt_port_manipulation,True,temperature,MEDIUM
330611,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
335645,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
340741,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
345832,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
350877,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
355878,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
360947,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
366014,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
371101,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
376123,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
381180,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
386214,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
391309,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
396381,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
401461,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
406559,ROGUE_TEMP_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
411596,FAKE_ESP32,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
416610,UNKNOWN_DEVICE,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
421615,FAKE_ESP32,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
426663,TEMP_CLONE,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
431676,FAKE_ESP32,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
436699,ROGUE_TEMP_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
441716,TEMP_CLONE,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
446805,ROGUE_TEMP_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
451897,FAKE_ESP32,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
456924,TEMP_CLONE,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
462014,TEMP_CLONE,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
467076,ROGUE_TEMP_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
472086,UNKNOWN_DEVICE,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
477153,UNKNOWN_DEVICE,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,device_identity_spoofing,True,temperature,HIGH
482217,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
487311,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
492399,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
497481,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
502522,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
507544,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
512551,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
517558,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
522588,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
527626,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
532683,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
537783,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
542808,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
547830,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
552915,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
557987,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,HTTPS,10.18.166.210,21,protocol_anomaly,True,temperature,MEDIUM
563087,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,HTTP,10.18.166.210,80,protocol_anomaly,True,temperature,MEDIUM
568156,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,HTTPS,10.18.166.210,80,protocol_anomaly,True,temperature,MEDIUM
573174,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,TCP,10.18.166.210,443,protocol_anomaly,True,temperature,MEDIUM
578240,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,HTTPS,10.18.166.210,443,protocol_anomaly,True,temperature,MEDIUM
583341,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,FTP,10.18.166.210,8080,protocol_anomaly,True,temperature,MEDIUM
588348,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,HTTP,10.18.166.210,443,protocol_anomaly,True,temperature,MEDIUM
593371,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,HTTP,10.18.166.210,443,protocol_anomaly,True,temperature,MEDIUM
598438,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,HTTP,10.18.166.210,443,protocol_anomaly,True,temperature,MEDIUM
603526,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,HTTP,10.18.166.210,443,protocol_anomaly,True,temperature,MEDIUM
608620,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,TCP,10.18.166.210,21,protocol_anomaly,True,temperature,MEDIUM
613642,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,HTTP,10.18.166.210,8080,protocol_anomaly,True,temperature,MEDIUM
618718,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,HTTPS,10.18.166.210,80,protocol_anomaly,True,temperature,MEDIUM
623739,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,FTP,10.18.166.210,21,protocol_anomaly,True,temperature,MEDIUM
628811,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,HTTP,10.18.166.210,80,protocol_anomaly,True,temperature,MEDIUM
633866,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
638944,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
643987,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
648992,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
654027,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
659098,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
664185,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
669222,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
674276,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
679376,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
684444,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
689451,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
694534,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
699607,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
704608,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
709612,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
709662,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
709712,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
709762,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
709812,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
709862,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
709912,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
709962,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710012,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710062,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710112,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710162,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710212,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710262,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710312,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710362,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710412,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710462,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710512,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710562,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710612,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710662,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710712,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710762,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710812,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,flooding,True,temperature,LOW
710862,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
715913,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
720923,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
725965,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
731008,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
736021,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
741025,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
746081,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
751106,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
756191,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
761226,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
766312,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
771386,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
776412,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
781427,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,10.18.166.210,1883,normal,False,temperature,LOW
786477,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,192.168.133.51,1883,ip_spoofing,True,temperature,MEDIUM
791517,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,192.168.181.60,1883,ip_spoofing,True,temperature,MEDIUM
796521,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,192.168.194.5,1883,ip_spoofing,True,temperature,MEDIUM
801532,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,192.168.192.63,1883,ip_spoofing,True,temperature,MEDIUM
806573,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,192.168.37.6,1883,ip_spoofing,True,temperature,MEDIUM
811673,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,192.168.113.88,1883,ip_spoofing,True,temperature,MEDIUM
816701,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,192.168.36.166,1883,ip_spoofing,True,temperature,MEDIUM
821799,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,192.168.223.21,1883,ip_spoofing,True,temperature,MEDIUM
826814,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,192.168.189.128,1883,ip_spoofing,True,temperature,MEDIUM
831908,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,192.168.134.84,1883,ip_spoofing,True,temperature,MEDIUM
836957,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,False,6,MQTT,192.168.139.136,1883,ip_spoofing,True,temperature,MEDIUM
