timestamp,device_id,device_type,ward,life_support,criticality_tier,protocol,src_ip,dst_port,ecg_raw_value,heart_rate_bpm,r_peak_detected,rhythm_label,attack_type,is_attack
1071410,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1707,67,FALSE,NORMAL_SINUS,normal,FALSE
1073446,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1824,67,FALSE,NORMAL_SINUS,normal,FALSE
1075464,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1822,66,FALSE,NORMAL_SINUS,normal,FALSE
1077482,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1881,67,FALSE,NORMAL_SINUS,normal,FALSE
1079505,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1914,68,FALSE,NORMAL_SINUS,normal,FALSE
1081542,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1970,69,FALSE,NORMAL_SINUS,normal,FALSE
1083550,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2058,69,TRUE,NORMAL_SINUS,normal,FALSE
1085564,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2136,68,FALSE,NORMAL_SINUS,normal,FALSE
1087588,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2216,68,FALSE,NORMAL_SINUS,normal,FALSE
1089601,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2209,69,FALSE,NORMAL_SINUS,normal,FALSE
1091622,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2302,68,FALSE,NORMAL_SINUS,normal,FALSE
1093636,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2307,67,FALSE,NORMAL_SINUS,normal,FALSE
1095672,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2350,65,FALSE,NORMAL_SINUS,normal,FALSE
1097708,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2360,64,FALSE,NORMAL_SINUS,normal,FALSE
1099713,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2380,65,FALSE,NORMAL_SINUS,normal,FALSE
1101727,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2333,66,FALSE,NORMAL_SINUS,normal,FALSE
1103758,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2288,65,FALSE,NORMAL_SINUS,normal,FALSE
1105770,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2291,65,FALSE,NORMAL_SINUS,normal,FALSE
1107775,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2196,66,FALSE,NORMAL_SINUS,normal,FALSE
1109794,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2183,67,FALSE,NORMAL_SINUS,normal,FALSE
1111829,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2076,68,FALSE,NORMAL_SINUS,normal,FALSE
1113840,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2005,67,FALSE,NORMAL_SINUS,normal,FALSE
1115848,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1945,67,FALSE,NORMAL_SINUS,normal,FALSE
1117876,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1891,67,FALSE,NORMAL_SINUS,normal,FALSE
1119896,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1859,68,FALSE,NORMAL_SINUS,normal,FALSE
1121904,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1854,68,FALSE,NORMAL_SINUS,normal,FALSE
1123909,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1830,67,FALSE,NORMAL_SINUS,normal,FALSE
1125926,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1779,67,FALSE,NORMAL_SINUS,normal,FALSE
1127945,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1741,69,FALSE,NORMAL_SINUS,normal,FALSE
1129947,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1724,68,FALSE,NORMAL_SINUS,normal,FALSE
1131975,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1770,67,FALSE,NORMAL_SINUS,normal,FALSE
1133980,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1818,67,FALSE,NORMAL_SINUS,normal,FALSE
1135990,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1831,67,FALSE,NORMAL_SINUS,normal,FALSE
1138023,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1796,67,FALSE,NORMAL_SINUS,normal,FALSE
1140036,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1910,66,FALSE,NORMAL_SINUS,normal,FALSE
1142051,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1963,64,FALSE,NORMAL_SINUS,normal,FALSE
1144054,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2022,62,TRUE,NORMAL_SINUS,normal,FALSE
1146087,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2105,63,FALSE,NORMAL_SINUS,normal,FALSE
1148108,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2171,64,FALSE,NORMAL_SINUS,normal,FALSE
1150114,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2239,64,FALSE,NORMAL_SINUS,normal,FALSE
1152134,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2287,63,FALSE,NORMAL_SINUS,normal,FALSE
1154138,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2258,64,FALSE,NORMAL_SINUS,normal,FALSE
1156158,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2310,64,FALSE,NORMAL_SINUS,normal,FALSE
1158194,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2367,65,FALSE,NORMAL_SINUS,normal,FALSE
1160195,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2326,66,FALSE,NORMAL_SINUS,normal,FALSE
1162219,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2332,67,FALSE,NORMAL_SINUS,normal,FALSE
1164234,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2256,67,FALSE,NORMAL_SINUS,normal,FALSE
1166268,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2297,67,FALSE,NORMAL_SINUS,normal,FALSE
1168304,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2207,67,FALSE,NORMAL_SINUS,normal,FALSE
1170340,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2184,66,FALSE,NORMAL_SINUS,normal,FALSE
1172350,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2148,67,FALSE,NORMAL_SINUS,normal,FALSE
1174374,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2047,67,FALSE,NORMAL_SINUS,normal,FALSE
1176402,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1976,68,FALSE,NORMAL_SINUS,normal,FALSE
1178408,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1932,68,FALSE,NORMAL_SINUS,normal,FALSE
1180409,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1838,68,FALSE,NORMAL_SINUS,normal,FALSE
1182433,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1838,68,FALSE,NORMAL_SINUS,normal,FALSE
1184459,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,64983,280,FALSE,UNKNOWN,sensor_spoofing,TRUE
1186463,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,64350,280,FALSE,UNKNOWN,sensor_spoofing,TRUE
1188484,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,61404,0,FALSE,UNKNOWN,sensor_spoofing,TRUE
1190505,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,63905,280,FALSE,UNKNOWN,sensor_spoofing,TRUE
1192538,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,63870,0,FALSE,UNKNOWN,sensor_spoofing,TRUE
1194558,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,64143,280,FALSE,UNKNOWN,sensor_spoofing,TRUE
1196561,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,63979,0,FALSE,UNKNOWN,sensor_spoofing,TRUE
1198588,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,63595,280,FALSE,UNKNOWN,sensor_spoofing,TRUE
1200622,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,64192,280,FALSE,UNKNOWN,sensor_spoofing,TRUE
1202631,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,65412,0,FALSE,UNKNOWN,sensor_spoofing,TRUE
1204661,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,61950,280,TRUE,UNKNOWN,sensor_spoofing,TRUE
1206666,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,63393,350,FALSE,UNKNOWN,sensor_spoofing,TRUE
1208698,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,61296,350,FALSE,UNKNOWN,sensor_spoofing,TRUE
1210710,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,64838,350,FALSE,UNKNOWN,sensor_spoofing,TRUE
1212724,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,62180,280,FALSE,UNKNOWN,sensor_spoofing,TRUE
1214744,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,60349,350,FALSE,UNKNOWN,sensor_spoofing,TRUE
1216750,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,64826,280,FALSE,UNKNOWN,sensor_spoofing,TRUE
1218778,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,60788,350,FALSE,UNKNOWN,sensor_spoofing,TRUE
1220783,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,61097,350,FALSE,UNKNOWN,sensor_spoofing,TRUE
1222799,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,61077,350,FALSE,UNKNOWN,sensor_spoofing,TRUE
1224827,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2303,69,FALSE,NORMAL_SINUS,normal,FALSE
1226842,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2285,69,FALSE,NORMAL_SINUS,normal,FALSE
1228879,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2240,69,FALSE,NORMAL_SINUS,normal,FALSE
1230891,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2184,69,FALSE,NORMAL_SINUS,normal,FALSE
1232894,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2109,70,FALSE,NORMAL_SINUS,normal,FALSE
1234905,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2050,68,FALSE,NORMAL_SINUS,normal,FALSE
1236910,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1910,70,FALSE,NORMAL_SINUS,normal,FALSE
1238922,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1876,69,FALSE,NORMAL_SINUS,normal,FALSE
1240946,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1870,70,FALSE,NORMAL_SINUS,normal,FALSE
1242969,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1810,70,FALSE,NORMAL_SINUS,normal,FALSE
1244986,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1821,71,FALSE,NORMAL_SINUS,normal,FALSE
1247023,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1752,72,FALSE,NORMAL_SINUS,normal,FALSE
1249052,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1757,73,FALSE,NORMAL_SINUS,normal,FALSE
1251059,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1740,72,FALSE,NORMAL_SINUS,normal,FALSE
1253084,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1784,72,FALSE,NORMAL_SINUS,normal,FALSE
1255087,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1737,72,FALSE,NORMAL_SINUS,normal,FALSE
1257113,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1782,72,FALSE,NORMAL_SINUS,normal,FALSE
1259146,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1879,72,FALSE,NORMAL_SINUS,normal,FALSE
1261155,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1954,72,FALSE,NORMAL_SINUS,normal,FALSE
1263190,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,2006,71,FALSE,NORMAL_SINUS,normal,FALSE
1265197,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,6666,2059,73,TRUE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1267221,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,6666,2105,72,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1269222,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,6666,2159,73,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1271237,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,7777,2189,72,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1273245,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,7777,2305,72,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1275247,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,4444,2264,73,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1277275,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,6666,2362,73,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1279288,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,6666,2333,73,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1281289,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,4444,2332,73,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1283308,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,4444,2307,72,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1285344,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,6666,2270,72,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1287354,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,9002,2251,71,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1289362,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,6666,2190,72,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1291366,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,7777,2195,71,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1293393,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,6666,2119,70,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1295419,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,4444,2041,70,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1297426,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,6666,1969,69,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1299462,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,6666,1948,70,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1301489,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,6666,1880,69,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1303507,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,7777,1799,68,FALSE,NORMAL_SINUS,mqtt_port_manipulation,TRUE
1305510,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1766,67,FALSE,NORMAL_SINUS,normal,FALSE
1307541,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1719,67,FALSE,NORMAL_SINUS,normal,FALSE
1309562,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1742,67,FALSE,NORMAL_SINUS,normal,FALSE
1311569,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1777,67,FALSE,NORMAL_SINUS,normal,FALSE
1313570,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1764,68,FALSE,NORMAL_SINUS,normal,FALSE
1315603,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1789,67,FALSE,NORMAL_SINUS,normal,FALSE
1317635,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1802,68,FALSE,NORMAL_SINUS,normal,FALSE
1319670,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1886,68,FALSE,NORMAL_SINUS,normal,FALSE
1321681,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,FALSE,7,BLE_MQTT,10.38.16.20,1883,1911,67,FALSE,NORMAL_SINUS,normal,FALSE
